groupId,artifactId
org.apache.james,apache-mailet-test
net.ricecode,string-similarity
org.ovirt.engine.core,vdsbroker
com.nepxion,discovery-common-consul
org.apache.nifi,nifi-cassandra-services-api
xmlbeans,jsr173
com.iluwatar,naked-objects-fixture
org.sakaiproject,sakai-onedrive-api
org.apache.camel.quarkus,camel-quarkus-coap
io.spring.javaformat.intellij.idea,extensions
org.dkpro.core,dkpro-core-udpipe-model-segmenter-no-ud
org.apache.maven.mercury,mercury-external
org.raml.jaxrs,jaxrs-to-raml-core
org.openhab.addons.bundles,org.openhab.transform.bin2json
software.amazon.awssdk,elasticache
com.atlassian.jira,jira-rest-java-client
org.apache.jclouds.provider,azurecompute-arm
consulo.internal,microba
org.bouncycastle,bcprov-jdk14
org.bouncycastle,bcprov-jdk15
io.atlasmap,atlasmap-maven-plugin
org.bouncycastle,bcprov-jdk16
com.osbcp.cssparser,cssparser
io.github.dddplus,dddplus-enforce
com.liferay.portal,portal-service
org.apache.jackrabbit,jackrabbit-bundle
io.quarkus,quarkus-kubernetes
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.template.mgt.endpoint
org.datanucleus,datanucleus-jdo-query
com.pgmmers,radar-dao
org.apache.servicemix.bundles,org.apache.servicemix.bundles.quartz
com.thinkbiganalytics.kylo,kylo-metadata-jms
org.apache.activemq,activemq-spring
com.pgmmers,radar-dal
com.thinkbiganalytics.kylo,kylo-install-inspector-api
org.codice.ddf,notifications
org.apache.activemq,apollo-openwire-generator
io.quarkus,quarkus-smallrye-reactive-type-converters
org.apache.nifi,nifi-web-security
org.oxerr,okcoin-client-fix
eu.europa.ec.joinup.sd-dss,dss-crl-parser
org.jitsi,jitsi-android-osgi
ddf.catalog.core,catalog-core-injectattribute
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.user.store.configuration.stub
jetty,jetty-servlet
com.spotify,featran-core_2.12
com.yahoo.vespa,provided-dependencies
org.nuxeo.ecm.platform,nuxeo-platform-login-mod_sso
slash.navigation,geocoding-service
org.openehealth.ipf.commons,ipf-commons-ihe-fhir-r4-core
org.wso2.carbon.automationutils,org.wso2.carbon.integration.common.extensions
com.github.stephenc,jamm
io.fabric8,certmanager-model-v1
org.eclipse.jetty.demos,demo-async-rest-jar
org.graphstream,gs-ui
com.ctrip.framework.xpipe.redis,redis-keeper
io.helidon.tests.apps.bookstore.bookstore-mp,bookstore-mp
org.apache.hop,hop-action-zipfile
com.shopizer,sm-search
org.actframework,act-storage
org.apache.commons,commons-geometry-euclidean
org.powermock,powermock-module-test-mockito-junit4-delegate
io.grpc,grpc-services
com.github.hairless,plink-checkpoint-reporter
com.splicemachine,splice_spark
com.nextdoor.bender,bender-serializers
org.apache.nifi,nifi-http-context-map-api
org.odpi.egeria,data-science-client
org.eclipse.jetty,jetty-unixsocket-common
com.github.pinterest,kafkastats
com.evolveum.midpoint.model,certification-impl
io.jooby,jooby-spring
net.sourceforge.jpowergraph,jpowergraph-common
com.netease.nim,camellia-core
org.jetbrains.kotlinx,kotlinx-serialization-core
org.apache.accumulo,accumulo-shell
com.chenlb.mmseg4j,mmseg4j-core
io.prometheus,simpleclient_tracer_common
org.broadleafcommerce,broadleaf-contentmanagement-module
org.quickperf,quick-perf-core
org.openimaj.storm.tools,core-storm-tool
com.spotify,styx-flyte-client
org.openhab.core.bundles,org.openhab.core.model.item
com.gentics.mesh,mesh-common-api
org.pivot4j,pivot4j-core
com.navercorp.pinpoint,pinpoint-mariadb-jdbc-driver-plugin
com.thinkbiganalytics.kylo,kylo-cluster-manager-api
fish.payara.server.internal.core,glassfish
decentralized-identity,did-common-java
org.rapidoid,rapidoid-rest
org.restcomm,restcomm-connect.core
com.jeesuite,jeesuite-kafka
org.eclipse.hono,hono-client-telemetry-amqp
org.nuxeo.ecm.platform,nuxeo-platform-directory-test
com.codenvy.onpremises.wsmaster,codenvy-hosted-sso-auth-bearer
xerces,xmlParserAPIs
de.mpii.clausie,clausie-modified
org.apache.isis.extensions,isis-extensions-secman-persistence-jpa
com.thinkbiganalytics.kylo.integrations,kylo-nifi-rest-client-v1
org.eobjects.datacleaner,DataCleaner-reference-data
org.wildfly.core,wildfly-embedded
org.jenkins-ci,winstone
com.dianping.lion,lion-client
org.apache.kylin,kylin-stream-core
org.apache.ignite,ignite-cloud
org.exoplatform.gatein.portal,exo.portal.component.management
org.zalando,riptide-stream
io.leangen.graphql,graphql-spqr-spring-boot-annotations
org.odpi.egeria,governance-program-server
org.aoju,bus-notify
org.springframework,spring-context-support
io.quarkus,quarkus-amazon-lambda-http-deployment
org.igniterealtime.openfire,xmppserver
io.reactivex,rxjavafx
com.devskiller.friendly-id,friendly-id-spring-boot
org.apache.abdera,abdera-extensions-json
org.vesalainen.comm,javaxcomm
io.quarkus,quarkus-test-security-oidc
org.twitter4j,twitter4j-stream
com.googlecode.efficient-java-matrix-library,main
org.openhab.addons.bundles,org.openhab.binding.yioremote
org.netbeans.api,org-openide-modules
cn.taroco,taroco-feign-spring-boot-starter
com.twitter.common,application-module-stats
com.flowci,sm
org.aoju,bus-starter
io.cattle,cattle-docker-api
MyPerf4J,MyPerf4J-Core
software.amazon.awssdk,pinpointemail
com.github.qiujiayu,autoload-cache-script-springel
org.apache.camel.quarkus,camel-quarkus-google-storage-deployment
org.umlg,sqlg-mysql-dialect
consulo.internal,forms_rt
org.rhq,rhq-core-dbutils
com.esri,jsde_sdk
org.apache.camel,camel-avro-rpc-spi
org.apache.sling,org.apache.sling.scripting.jsp
org.apache.shenyu,shenyu-plugin-grpc
com.github.jcustenborder.kafka.connect,connect-utils
com.facebook.nifty,nifty-client
ddf.admin.core,admin-core-insecuredefaults
org.apache.pulsar,pulsar-io-jdbc-postgres
com.bstek.uflo,uflo-core
org.wildfly.security,wildfly-elytron-x500-cert
org.sonatype.nexus.plugins,nexus-default-role-plugin
io.lumify,lumify-gpw-video-frame-extract
org.glowroot,glowroot-agent-jsp-plugin
com.microsoft.spring.data.gremlin,spring-data-gremlin
ddf.catalog.plugin,catalog-plugin-metacardbackup-storage-common
org.arquillian.cube,arquillian-cube-spi
org.apache.syncope.ext.oidcc4ui,syncope-ext-oidcc4ui-persistence-jpa
org.codehaus.groovy.modules.http-builder,http-builder
com.datastax.spark,spark-cassandra-connector_2.10
com.datastax.spark,spark-cassandra-connector_2.11
org.wicketstuff.htmlvalidator,wicketstuff-htmlvalidator
org.mrgeo,mrgeo-services-core
org.wikimodel,wem
com.cloudbees,syslog-java-client
io.quarkus,quarkus-amazon-alexa
com.cloudera.cdk,cdk-morphlines-twitter
org.apache.servicecomb.demo,demo-spring-boot-springmvc-client
org.webjars.npm,dojox
org.geotools.schemas,iso-19156-seegrid
software.amazon.awssdk,finspace
org.eclipse.vorto,repository-oauth-boschid
io.hops,hadoop-yarn-applications-distributedshell
org.openjfx,javafx-media
cn.hutool,hutool-http
net.openhft,koloboke-impl-jdk6-7
org.optaplanner,optaplanner-persistence-jpa
org.forgerock.openam,openam-uma
org.apache.camel.quarkus,camel-quarkus-support-aws
com.yahoo.vespa,container-jersey2
org.openehealth.ipf.commons,ipf-commons-ihe-core
com.vmware.admiral,admiral-ui-service
com.addthis.hydra,hydra-main
org.tanaguru,tanaguru-contentloader
com.goldmansachs,junit-trait-runner
com.github.ben-manes.caffeine,guava
org.glassfish.pfl,pfl-basic
com.github.springtestdbunit,spring-test-dbunit
com.hotels.styx,styx-backend-provider
test,transitive-as-dependency-module-e
test,transitive-as-dependency-module-d
test,transitive-as-dependency-module-c
test,transitive-as-dependency-module-b
org.openhab.io,org.openhab.io.multimedia.tts.googletts
io.rest-assured,spring-web-test-client
es.gob.afirma,afirma-crypto-ooxml
io.cattle,cattle-iaas-bootstrap
org.apache.nifi,nifi-kafka-connector
org.codehaus.groovy,groovy-jsr223
org.locationtech.geowave,geowave-analytic-api
com.google.cloud,google-cloud-compute
com.google.truth.extensions,truth-proto-extension
org.apache.maven.scm,maven-scm-provider-jazz
org.glassfish.fighterfish,osgi-ejb-container
org.specs2,specs2-junit_2.11
software.amazon.awssdk,mediastore
org.apache.activemq,apollo-web
com.facebook.jcommon,logging
org.liquigraph,liquigraph-testing
io.protostuff,protostuff-yaml
org.apache.wss4j,wss4j-ws-security-stax
org.opensaml,opensaml1
org.apache.camel.quarkus,camel-quarkus-stax-deployment
com.paypal.sdk,merchantsdk
org.springframework,spring-test
ddf.catalog.admin,catalog-admin-module-sources
info.cukes,cucumber-spring
org.sakaiproject.kernel,sakai-kernel-component
org.zstack,mediator
com.thinkbiganalytics.kylo,kylo-metadata-rest-client-spring
org.opennms.features.enlinkd,org.opennms.features.enlinkd.adapters.collectors.ipnettomedia
io.vertx,vertx-auth-htpasswd
org.restcomm.protocols.ss7.scheduler,scheduler
com.libreplan.java.zk.components,customdetailrowcomponent
org.apache.plc4x,plc4j-driver-s7
org.apache.logging.log4j,log4j-api-test
eu.europa.ec.joinup.sd-dss,dss-validation-soap-client
eu.europa.ec.joinup.sd-dss,validation-policy
org.apache.brooklyn,brooklyn-software-network
ceylon.language,ceylon-language
org.wso2.carbon,org.wso2.carbon.core.common
com.ibm.fhir,fhir-operation-reindex
fr.opensagres.xdocreport,fr.opensagres.poi.xwpf.converter.pdf
org.keycloak,keycloak-model-infinispan
org.xwiki.platform,xwiki-platform-extension-index
org.mayocat.platform,mayocat-platform-rest-default
org.apache.wicket,wicket-util
com.google.zxing,android-core
fish.payara.extras,grpc
io.smallrye,smallrye-fault-tolerance-api
com.alibaba.citrus,citrus-webx-all
org.geotools.schemas,wfs-1.1
org.vassalengine,vassal-app
com.networknt,basic-auth
org.apache.nifi,nifi-volatile-provenance-repository
org.apache.geronimo.specs,geronimo-commonj_1.1_spec
org.eclipse.ditto,ditto-internal-utils-protocol
io.github.logtube,logtube
com.alipay.sofa,sofa-rpc-all
com.qcadoo.mes,mes-plugins-line-changeover-norms-for-orders
org.apache.apex,malhar-library
io.lumify,lumify-gpw-tika-text-extractor
tk.mybatis,mapper-generator
org.apache.directory.shared,shared-ldap-schema-manager
org.wildfly.swarm,weld-runtime
io.quarkus,quarkus-vertx-http-dev-console-runtime-spi
junit,junit-dep
com.alibaba.nacos,nacos-test
com.addthis,muxy
org.jenkins-ci.plugins,git-client
org.opendaylight.controller,sal-cluster-admin-impl
ant-contrib,cpptasks
org.wso2.am,org.wso2.carbon.apimgt.clients.store.api
org.opennms.features.minion,org.opennms.features.minion.status
org.rcsb,ciftools-java-jdk8
org.apache.maven,maven-script-marmalade
de.danielnaber,german-pos-dict
org.sonatype.nexus,nexus-rest-client
org.apache.nifi,nifi-lumberjack-processors
com.cedarsoftware,java-util
com.psddev,dari-aws
com.carrotsearch,junit-benchmarks
org.neo4j,neo4j-cypher-spec-suite-tools
fish.payara.server.internal.core,logging-l10n
com.networknt,eventuate-client-jdbc
org.openstreetmap.osmosis,osmosis-set
com.amazonaws,aws-java-sdk-ssm
com.blazebit,blaze-persistence-core-testsuite
org.apache.camel.quarkus,camel-quarkus-atmos-deployment
org.geoserver.extension,gs-h2
org.apache.hbase,hbase-protocol-shaded
io.seata,seata-dubbo-alibaba
org.apache.camel.quarkus,camel-quarkus-etcd3-deployment
org.apache.syncope.ext.elasticsearch,syncope-ext-elasticsearch-client
org.gluu,oxcore-saml
org.apache.amber.wso2,amber
org.wso2.ei,org.wso2.ei.analytics.elk
org.apache.juneau,juneau-marshall
org.forgerock.openam,openam-saml2-schema
org.apache.shenyu,shenyu-plugin-global
org.modeshape,modeshape-connector-filesystem
org.apache.synapse,synapse-commons
com.ctriposs.baiji,baiji-rpc-common
org.codehaus.sonar,sonar-deprecated
com.amazonaws,aws-java-sdk-sso
org.apache.camel.quarkus,camel-quarkus-xml-io-dsl
edu.gmu.eclab,ebolaData
com.vmware.vapi,vapi-samltoken
com.amazonaws,aws-java-sdk-sts
io.mappum,altcoinj-core
io.dropwizard,dropwizard-hibernate
io.springfox,springfox-swagger2
org.jboss.arquillian.container,arquillian-weld-se-embedded-1.1
com.alibaba,easyexcel
com.github.fge,json-schema-validator
org.opennms,org.opennms.checkstyle
com.dtstack.flink,sql.side.clickhouse.core
org.apache.hadoop,hadoop-yarn-services-core
org.bytedeco,mxnet-platform
org.keycloak,keycloak-saml-adapter-core
com.kohlschutter.boilerpipe,nekohtml
org.apache.archiva.redback,redback-configuration
org.minbox.framework,api-boot-starter-mybatis-pageable
fish.payara.server.internal.jdbc,jdbc-runtime
com.google.gag,gag
org.restcomm,restcomm-connect.extension.controller
org.keycloak,keycloak-as7-adapter-spi
org.apache.unomi,cdp-graphql-api-impl
ddf.catalog.plugin,catalog-plugin-metacard-validation
javax.persistence,persistence-api
com.walmartlabs.concord.server,concord-server-impl
org.springframework.boot,spring-boot
com.jamesmurty.utils,java-xmlbuilder
de.tudarmstadt.ukp.inception.app,inception-project
io.quarkus,quarkus-elytron-security-ldap-deployment
com.microsoft.azure.containerservice-2017-09-30,azure-mgmt-containerservice
org.wicketTutorial,AnnotationsRolesStrategyExample
edu.illinois.cs.cogcomp,illinois-time
de.metas.printing,de.metas.printing.esb.base
io.rest-assured,json-path
org.wso2.carbon.automation,org.wso2.carbon.automation.extensions
org.dcm4che.tool,dcm4che-tool-syslogd
org.eclipse.equinox,org.eclipse.equinox.http.helper
org.glassfish.main.persistence.cmp,cmp-generator-database
software.amazon.awssdk,aws-cbor-protocol
org.acme,acme-common
io.katharsis,katharsis-core
io.zipkin.brave,brave-instrumentation-vertx-web
com.lyncode,xoai-common
org.apache.tika,tika-batch
org.apache.archiva.redback,redback-authorization-rbac
com.github.sarxos,webcam-capture-driver-ipcam
org.eclipse.jetty.demos,demo-web-fragment
qunar.common,common-concurrent
io.helidon.integrations.db,ojdbc
org.webjars.npm,vaadin__vaadin-mobile-drag-drop
ldapjdk,ldapjdk
ddf.catalog.core,catalog-core-urlresourcereader
hanlp-lucene,hanlp-lucene
com.yahoo.vespa,annotations
org.apache.skywalking,e2e-service-provider
org.apache.maven.mercury,mercury-artifact
a,a
b,b
org.wso2.carbon.analytics,org.wso2.carbon.business.rules.templates.editor.core
org.herddb,herddb-core
org.thingsboard.common,actor
org.odpi.egeria,security-officer-spring
org.apache.hadoop,hadoop-sls
io.github.lukehutch,fast-classpath-scanner
com.amazonaws,aws-java-sdk-wellarchitected
edu.stanford.protege,webprotege-annotations
org.apache.kerby,kerby-util
ch.ubique.openapi,doc-annotations
io.syndesis.connector,connector-activemq
org.wso2.eclipse.osgi,org.eclipse.osgi.services
com.creditease.moniter,com.creditease.uav.datastore
org.apache.camel.quarkus,camel-quarkus-log-deployment
org.apache.camel.quarkus,camel-quarkus-browse
io.spring.javaformat,spring-javaformat-config
com.google.api-client,google-api-client-xml
software.amazon.awssdk,globalaccelerator
org.apache.shardingsphere.example,example-spring-jpa
com.zuoxiaolong,niubi-job-sample-common
org.nd4j,nd4j-parameter-server
org.jboss.resteasy,resteasy-client-jetty
com.artipie,maven-adapter
org.apereo.cas,cas-server-support-reports
com.pi4j,pi4j-example
com.carrotsearch.randomizedtesting,randomizedtesting-examples
com.itextpdf,forms
com.alibaba.csp,sentinel-okhttp-adapter
com.cognifide.aet,validation
com.oracle.oci.sdk,oci-java-sdk-blockchain
com.sendgrid,sendgrid-java
com.bstek.ureport,ureport2-console
org.jboss.ironjacamar,ironjacamar-common-impl-papaki
org.apache.ignite,ignite-compress
org.apache.isis.extensions,isis-extensions-secman-integration
com.tangyh.basic,lamp-annotation
com.zlt,seata-common-starter
org.wso2.carbon,org.wso2.carbon.authenticator.stub
org.apache.camel.quarkus,camel-quarkus-reactive-executor-deployment
com.gentics.mesh,mesh-distributed-coordinator
de.adorsys.psd2,xs2a-payment-support-impl
io.smallrye,smallrye-graphql-schema-model
com.ibm.watson,natural-language-understanding
org.htmlparser,htmlparser
org.restlet.jse,org.restlet.ext.xml
org.apache.servicecomb,deployment
com.vinsguru,proto
io.cettia.asity,asity-bridge-spring-webflux5
io.quarkus,quarkus-vertx-web-deployment
org.openhab.binding,org.openhab.binding.fht
org.kie,kie-server-spring-boot-autoconfiguration-optaplanner
org.pentaho.di.plugins,pdi-core-plugins-ui
com.castlabs.dash,dash.xsd
org.batfish,batfish-common-protocol
com.manydesigns,portofino-model
de.metas.business,de.metas.business
org.glassfish.tyrus,tyrus-container-grizzly-client
org.apache.streampipes,streampipes-model-client
org.apache.nifi,nifi-single-user-iaa-providers
org.sonarsource.sonarlint.core,sonarlint-plugin-api
ddf.security.expansion,security-expansion-api
org.apache.camel,camel-xmlsecurity
com.github.thomasdarimont.keycloak,external-client-storage-extension
ddf.support,support-githooks
software.amazon.awssdk,costexplorer
com.github.tomakehurst,wiremock-jre8
org.apache.shiro,shiro-spring-boot-web-starter
org.sintef.jarduino,org.sintef.jarduino.bluetooth
org.apache.servicecomb,foundation-test-scaffolding
emma,emma
compojure,compojure
com.google.cloud.bigtable,bigtable-beam-import
org.apache.storm,storm-autocreds
ch.cyberduck,spectra
org.opennms.features.endpoints.grafana.persistence,org.opennms.features.endpoints.grafana.persistence.api
com.alimama.dw,adhoc-mdrill
cpsuite,cpsuite
io.quarkus.security,quarkus-security
io.helidon.tests.integration.tools,helidon-tests-integration-tools-client
org.jenkins-ci.plugins,branch-api
org.revapi,revapi-java
com.alipay.sofa,sofa-tracer-rabbitmq-plugin
org.apache.aries.blueprint,org.apache.aries.blueprint
org.apache.bahir,spark-sql-streaming-mqtt_2.11
org.opennms.features.timeformat,org.opennms.features.timeformat.impl
org.apache.hop,hop-databases-monetdb
cn.springcloud.gray,spring-cloud-gray-server-plugin-event-longpolling
com.nukkitx.protocol,bedrock-v390
com.ctrip.soa.platform.basesystem.emailservice.v1,emailservice
com.nukkitx.protocol,bedrock-v388
org.fenixedu,bennu-io
org.graphfoundation.ongdb,ongdb-kernel-api
io.quarkus,quarkus-openshift-deployment
com.nukkitx.protocol,bedrock-v389
com.webank.wedatasphere.linkis,linkis-workspace-httpclient
com.ibm.icu,icu4j
com.paypal.selion,SeLion-Code-Generator-CLI
org.pepsoft.worldpainter,WPGUI
io.cattle,cattle-framework-api
org.apache.knox,gateway-shell-launcher
org.ops4j.pax.web,pax-web-runtime
me.zhyd.oauth,JustAuth
edu.ucar,netcdf
org.webjars,bootstrap
com.github.fangjinuo.sqlhelper.examples,sqlhelper-examples-model
org.apache.xmlgraphics,batik-js
fish.payara.server.internal.admin,config-api
org.dcm4che.tool,dcm4che-tool-tpl2xml
com.carrotsearch,smartsprites
com.vladsch.flexmark,flexmark-ext-admonition
com.kennycason,kumo-api
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.matetools-model-tagger-en-conll2009
com.ibm.db2,jcc
org.sakaiproject.osp,osp-wizard-api
de.jensd,fontawesomefx-materialicons
de.tudarmstadt.ukp.inception.app,inception-support-standalone
com.jcabi,jcabi-urn
com.splicemachine,scala_util
org.apache.isis.persistence,isis-persistence-jdo-spring
org.jboss.forge.addon,parser-xml-impl
com.adobe.aem,uber-jar
org.apache.servicemix.bundles,org.apache.servicemix.bundles.commons-csv
com.oracle.ojdbc,xmlparserv2
ddf.security.filter,security-filter-login
com.blazebit,blaze-persistence-examples-showcase-fragments-basic
it.geosolutions.imageio-ext,imageio-ext-geocore
com.gmail.filoghost.holographicdisplays,holographicdisplays-api
org.apache.camel,camel-aws2-s3
org.bytedeco,numpy
org.mariadb,r2dbc-mariadb
org.neo4j,server-api
org.mvnsearch.spring.boot,spring-boot-starter-dubbo
org.apache.cxf.services.sts.systests,cxf-services-sts-systests-osgi
org.apache.hyracks,hyracks-storage-am-lsm-common
ddf.lib,common-system
proxool,proxool
rome,rome
org.openehealth.ipf.commons,ipf-commons-map
com.threerings.getdown,getdown-core
org.springframework.cloud,spring-cloud-vault-config
org.apache.servicecomb.tests,it-producer
net.tascalate.javaflow,net.tascalate.javaflow.tools.ant
org.gluu,oxauth-common
org.xwiki.platform,xwiki-platform-wiki-test-pageobjects
org.apache.jackrabbit,oak-jcr
org.projectnessie,nessie-perf-test
io.hyscale,troubleshooting-integration
org.knowm.xchange,xchange-zaif
ddf.security.claims,security-claims-attributequery
de.metas.async,de.metas.async
com.interactivebrokers,twsapi
com.navercorp.pinpoint,pinpoint-agent-proxy-apache-plugin
com.ea.async,ea-async
gardncl,utils
com.conveyal,kryo-tools
vip.mate,mate-starter-auth
consulo.internal,jakarta.inject-api
org.glassfish.main.virtualization,virt-api
org.spf4j,spf4j-maven-schema-resolver
xml-resolver,xml-resolver
org.apache.maven.resolver,maven-resolver-transport-file
org.openjdk.jmc,org.openjdk.jmc.ui
org.apache.commons,commons-csv
org.springframework.osgi,org.springframework.osgi.extender
org.apache.rocketmq,rocketmq-serializer-avro
org.glassfish.main.resources,mail-connector
com.salesforce.argus,argus-core
io.quarkus.arc,arc
io.reactivex.rxjava3,rxjava
com.brsanthu,migbase64
org.codehaus.jstestrunner,jstestrunner-junit
de.metas.migration,de.metas.migration.cli
com.psddev,cms-db
com.github.caciocavallosilano,cacio-tta
mx4j,mx4j-jmx
com.hazelcast.jet,hazelcast-jet-hadoop-all
org.opennms.features.collection,org.opennms.features.collection.persistence.rrd
io.reactivex.rxjava2,rxjava
pcj,pcj
org.apache.camel,camel-undertow-spring-security
org.apache.camel.karaf,camel-blueprint
com.jstarcraft,jstarcraft-core-storage
io.apiman,apiman-gateway-engine-hazelcast
pentaho-kettle,kettle-core
io.cattle,cattle-framework-async
org.telegram,telegrambots-meta
weibo4j,weibo4j
org.springframework.cloud,spring-cloud-function-adapter-azure
de.metas.device.api,de.metas.device.api
com.ctrip.soa.caravan,caravan-common
org.geonetwork-opensource,gn-wro4j
org.terrier,terrier-learning
org.apache.olingo,odata-client-api
com.graphicsfuzz,security
org.eclipse.persistence,jakarta.persistence
org.apache.camel,camel-test-parent
org.ovirt.engine.core,utils
org.xwiki.platform,xwiki-platform-annotation-maintainer
org.gridkit.jvmtool,sjk-agent
org.pdfsam,pdfsam-extract
org.codice.ddf.spatial,spatial-wfs-source
io.thorntail,jpa-eclipselink
edu.emory.mathcs,jtransforms
br.com.devpaulo,legendchat
org.netbeans.api,org-netbeans-modules-java-project-ui
io.github.earcut4j,earcut4j
org.apache.shenyu,shenyu-client-alibaba-dubbo
org.openhab.addons.bundles,org.openhab.binding.daikin
com.tencent.tars,tars-client
org.zstack,nfsPrimaryStorage
io.seata,seata-config-all
org.apache.camel,camel-irc
com.hazelcast.jet,hazelcast-jet-kafka
de.metas.adempiere.adempiere,de.metas.adempiere.adempiere.patched-ecs
org.apache.dolphinscheduler,dolphinscheduler-alert
org.wildfly.swarm,jgroups
com.networknt,eventuate-customer-query
io.opentracing.contrib,opentracing-tracerresolver
com.khartec,waltz-data
com.safety-data,akka-persistence-redis_2.12
net.onedaybeard.artemis,artemis-odb-serializer
org.openhab.binding,org.openhab.binding.km200
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.lingpipe-model-tagger-en-bio-medpost
org.glassfish.main.core,context-propagation
fish.payara.server.internal.core,javaee-kernel
org.jenkins-ci.plugins,slack
com.huaweicloud,spring-cloud-huawei-router-core
com.blazebit,blaze-persistence-integration-deltaspike-data-base
org.eclipse.kapua,kapua-endpoint-internal
com.denizenscript,denizen
org.apache.pulsar,pulsar-io-debezium-core
org.dcm4che.tool,dcm4che-tool-jpg2dcm
io.apiman,apiman-common-auth
group.idealworld.dew,cluster-spi-hazelcast
io.openmessaging.benchmark,driver-kafka
io.hops,hadoop-mapreduce-client-jobclient
org.apache.maven.plugins,maven-jxr-plugin
ddf.catalog.plugin,jpeg2000-thumbnail-converter
org.raml.jaxrs,raml-generator-api
org.glassfish.main.admingui,console-cluster-plugin
org.opennms,opennms-config-api
org.glassfish.grizzly,grizzly-http-server-core
com.ibm.watson,visual-recognition
fish.payara.server.internal.core,context-propagation
org.jboss.forge.addon,testing
org.jetbrains.kotlin,kotlin-bom
org.xwiki.platform,xwiki-platform-administration-test-pageobjects
org.javaswift,joss
it.eng.knowage,knowage-dao
org.apache.tinkerpop,gremlin-test
com.evolveum.midpoint.model,notifications-api
org.glassfish.main.core,javaee-kernel
org.wso2.orbit.commons-httpclient,commons-httpclient
org.apache.oozie,oozie-sharelib-streaming
org.pentaho.di.plugins,kettle-hl7-plugin-core
org.gluu,oxcore-persistence-ldap
org.jboss.byteman,byteman-layer
io.syndesis.connector,connector-kafka
org.jboss.spec.javax.batch,jboss-batch-api_1.0_spec
net.wuerl.kotlin,assertj-core-kotlin
com.github.davidmoten,geo
com.microsoft.ews-java-api,ews-java-api
io.sarl.lang,io.sarl.lang.core
com.codahale.metrics,metrics-servlet
org.openstreetmap.osmosis,osmosis-areafilter
org.carlspring.strongbox,strongbox-storage-maven-layout-provider
org.opennms.features.distributed,coordination-shell
org.directwebremoting,dwr
software.amazon.awssdk,iotdeviceadvisor
org.apache.camel,camel-huawei-parent
org.wildfly.swarm,archaius
org.osgi.enroute.examples.microservice,dao-api
org.apache.camel,camel-aws2-eventbridge
org.eclipse,swt.win32.win32.x86_64
org.apache.camel,camel-cluster
com.xebialabs.overthere,overthere
io.javaslang,javaslang
org.sonarsource.sonarlint.core,sonarlint-core
org.apache.shiro,shiro-event
org.sonatype.nexus.plugins,nexus-restore-apt
ch.swaechter,angularj-universal-renderer
net.sf,jargs
org.apache.stratos,org.apache.stratos.load.balancer.extension.api
io.jenkins.blueocean,blueocean-config
de.tudarmstadt.ukp.clarin.webanno,webanno-webapp
ddf.security.storage,token-storage-api
net.jqwik,jqwik-api
org.knowm.xchange,xchange-paribu
com.alibaba.csp,sentinel-annotation-aspectj
org.apache.spark,spark-launcher_2.12
org.apache.aries.jmx,org.apache.aries.jmx.core
jgaap-5.2.0-lite,jgaap-5.2.0-lite
org.wildfly.swarm,arquillian
org.openapitools,jackson-databind-nullable
com.kennycason,kumo-tokenizers
org.apache.spark,spark-launcher_2.11
org.webjars.bowergithub.wa0x6e,cal-heatmap
org.apache.spark,spark-launcher_2.10
org.jline,jline-remote-telnet
edu.washington.cs.knowitall,morpha-stemmer
ddf.catalog.common,geo-formatter
com.github.yuanrw.im,common
sun.jndi,ldap
org.immutables,value
org.apache.cxf,cxf-rt-security-saml
org.evosuite,evosuite-runtime
com.hccake,ballcat-extend-i18n-annotation
com.vladsch.flexmark,flexmark-util-experimental
qunar.common,common-api
org.wso2.carbon.identity.application.auth.basic,org.wso2.carbon.identity.application.authentication.handler.identifier
com.amazonaws,aws-java-sdk-ram
org.pentaho.reporting.designer,datasource-editor-kettle
org.apache.camel,camel-jgroups
org.apache.camel.quarkus,camel-quarkus-stream
org.glassfish.jersey.test-framework,memleak-test-common
org.ops4j.pax.tinybundles,tinybundles
org.dkpro.core,dkpro-core-io-xml-asl
org.geowebcache,gwc-mbtiles
org.apache.directory.server,apacheds-protocol-kerberos
io.syndesis.connector,connector-support-test
com.amazonaws,aws-java-sdk-mediapackage
org.eclipse,osgi
org.codice.ddf.spatial,spatial-csw-transformer
org.spf4j,spf4j-jmh
org.apache.bookkeeper.stats,prometheus-metrics-provider
biz.aQute.bnd-test,test.api.bundle
com.vaadin,flow-html-components
org.sakaiproject.common,sakai-privacy-impl
org.esa.s1tbx,s1tbx-rcp
com.amazonaws,aws-java-sdk-frauddetector
com.networknt,config
fish.payara.server.internal.deployment,deployment-javaee-core
org.apache.activemq,activemq-jms-pool
oracle.kubernetes,weblogic-kubernetes-operator
com.conveyal,gtfs-validation-lib
com.sun.media.jai,jai_codec
jacoco,child1
org.jboss.resteasy,resteasy-spring
software.amazon.awssdk,connectparticipant
org.eclipse.paho,org.eclipse.paho.client.mqttv3
org.springframework.boot,spring-boot-starter-activemq
org.apache.cayenne,cayenne-project-compatibility
org.openhab.addons.bundles,org.openhab.binding.tacmi
