dependency,count
org.apache.cxf.archetype:cxf-jaxrs-service,1
org.apache.cxf:cxf-rt-ws-transfer,1
net.jodah:concurrentunit,10
org.glite.authz:pep-java,1
org.terracotta:product-upgradability-testing-utils,1
de.metas.purchasecandidate:de.metas.purchasecandidate.base,1
net.sf.okapi.filters:okapi-filter-idml,1
org.openhab.core.bundles:org.openhab.core.io.rest.ui,1
org.apache.flink:flink-external-resource-gpu,1
org.datagear:datagear-meta,1
qunar.tc.bistoury:bistoury-instrument-agent,1
org.jboss.resteasy:resteasy-tracing-api,3
com.mycompany.app:my-app-module2,1
org.apache.maven.plugins.project-info-reports.its:dep,1
org.apache.maven.scm:maven-scm-provider-svnexe,1
top.zrbcool:pepper-metrics-jedis,1
com.google.cloud.pubsub:beam-custom-shadowjar,1
org.knowm.xchange:xchange-ccex,1
org.openjdk.jmc:org.openjdk.jmc.browser,2
org.apache.archiva:archiva-repository-scanner,1
org.apache.archiva:archiva-rest-services,1
com.github.fangjinuo.sqlhelper:sqlhelper-mybatisplus-spring-boot-starter,1
org.apache.skywalking:apm-agent-core,2
jsr94:jsr94,2
uk.org.webcompere:lightweight-config,1
org.apache.commons:commons-weaver-privilizer,1
org.ops4j.pax.url:pax-url-mvn,1
com.salesforce:phoenix-flume,1
org.hipparchus:hipparchus-ode,1
org.apache.hyracks:hyracks-storage-am-lsm-btree,1
com.linkedpipes:model-base,1
io.hetu.core:hetu-cube,1
io.fabric8:volumesnapshot-client,1
com.castlemock.repository.core:repository-core-model,1
org.pentaho:pentaho-hadoop-shims-common-mapreduce,2
org.pentaho:pentaho-vfs,1
consulo:consulo-dvcs-impl,1
com.github.thomasdarimont.keycloak:auth-session-propagation-extension,1
io.jooby:jooby,1
io.jooby:jooby-jasypt,1
org.eclipse.core:org.eclipse.core.jobs,1
oauth.signpost:signpost-commonshttp4,4
io.activej:activej-aggregation,1
io.opencensus:opencensus-exporter-trace-jaeger,2
org.nuxeo.ecm.platform:nuxeo-platform-webapp-types,1
org.nuxeo.elasticsearch:nuxeo-elasticsearch-audit,1
com.netflix.rxjava:rxjava-debug,1
org.eclipse.ditto:ditto-internal-models-acks,1
org.apache.fluo:fluo-api,1
org.glassfish.main.grizzly:glassfish-grizzly-container,2
io.debezium:debezium-server-eventhubs,1
io.quarkus:quarkus-apache-httpclient,1
io.quarkus:quarkus-cache,1
io.quarkus:quarkus-jsonp,1
io.quarkus:quarkus-micrometer-deployment,1
io.quarkus:quarkus-mongodb-panache,1
io.quarkus:quarkus-narayana-jta-deployment,1
io.quarkus:quarkus-opentelemetry-deployment,1
com.gluonhq:charm-glisten,2
org.wso2.carbon.identity.conditional.auth.functions:org.wso2.carbon.identity.conditional.auth.functions.user,1
org.jenkins-ci.plugins:github-api,6
io.opentracing.contrib:opentracing-spring-cloud-zuul-starter,1
org.apache.dubbo:dubbo-samples-webservice-consumer,1
org.apache.edgent:edgent-connectors-websocket,1
com.picocontainer.persistence:picocontainer-persistence-hibernate,1
com.goldmansachs.obevo:obevo-db-h2,1
com.goldmansachs.obevo:obevo-db-impls,1
com.libreplan.java.zk.components:jasperreportcomponent,1
org.apache.zeppelin:zeppelin-jupyter-interpreter,1
org.jetbrains.pty4j:pty4j,1
org.eclipse.platform:org.eclipse.jface,2
net.hasor:hasor-web,1
com.cenqua.shaj:shaj,1
org.jboss.narayana.xts:ws-t11,1
io.netty:netty-metrics-yammer,1
org.asqatasun:asqatasun-contentloader,1
org.wildfly.swarm:logging,1
dev.jorel:commandapi-vh,1
net.tomp2p:tomp2p-all,2
org.jboss.seam:jboss-seam-ui,1
com.alibaba.cloud:spring-cloud-alibaba-commons,1
external:authapi,2
org.opencastproject:opencast-smil-api,1
org.apache.maven.its.mng4003:d,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-pdq-xroad,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-stgcmt,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-study,1
org.wso2.am:org.wso2.am.integration.clients.publisher.api,1
io.sarl:io.sarl.tests.api,1
org.sonatype.goodies:goodies-testsupport,1
org.sonatype.nexus:nexus-servlet,1
com.smartbear.soapui:soapui,2
com.englishtown.vertx:vertx-jersey-swagger,1
org.rapidoid:rapidoid-http-fast,1
com.atlassian.jira:jira-rest-java-client-api,3
org.mortbay.jetty:jetty-java5-threadpool,2
org.openhab.addons.bundles:org.openhab.binding.modbus.sbc,1
org.openhab.addons.bundles:org.openhab.binding.satel,1
org.openhab.addons.bundles:org.openhab.binding.shelly,1
ddf.catalog.security:catalog-security-metacardattributeplugin,1
ddf.lib:test-common,1
ddf.security:security-saml-util,1
org.metawidget.modules:metawidget-jpa,1
com.google.gwt:gwt-search,1
org.onebusaway:onebusaway-gtfs,2
com.nextdoor.bender:bender-common,1
org.apache.ignite:ignite-ml-spark-model-parser,1
edu.isi:commands-alignment-openrdf,1
org.eclipse.californium:cf-cli,1
org.apache.camel:camel-core-starter,1
org.forgerock.openam:openid-connect-restlet,1
com.oracle.coherence.ce:coherence,1
com.oracle.coherence.ce:coherence-metrics,1
com.axellience:vue-gwt-tests-app,1
org.opennms.features:org.opennms.features.ifttt,1
org.opennms:opennms-requisition-dns,1
net.tirasa.connid:slf4j-logging,1
org.apereo.cas:cas-server-core-authentication-api,1
org.jmock:jmock-imposters,1
fish.payara.server.internal.common:internal-api-l10n,1
fish.payara.server.internal.orb:orb-connector,1
fish.payara.server.internal.payara-appserver-modules:microprofile-fault-tolerance,1
org.apache.qpid:qpid-qmf2-tools,1
org.aoju:bus-limiter,1
com.github.yasserg:jforests,1
org.apache.servicecomb.demo:business-1-1-0,1
com.google.elemental2:elemental2-svg,1
org.restcomm.media.core:media-core-concurrent,1
com.github.haifengl:smile-interpolation,1
org.apache.knox:gateway-shell-samples,1
org.pentaho.di.plugins:aggregate-rows-core,1
com.vividsolutions.jts:jts,1
org.teavm:teavm-core,1
fr.opensagres.xdocreport:fr.opensagres.xdocreport.remoting.api,1
org.apache.drill:drill-protocol,1
org.hisp.dhis:dhis-service-schema,1
com.facebook.jcommon:stats,1
com.cloudera.oryx:oryx-app,1
com.ibm.cos:ibm-cos-java-sdk,1
org.apache.hop:hop-action-getpop,1
de.learnlib.archetypes:complete,1
de.learnlib:learnlib-discrimination-tree-vpda,1
com.novus:salat-core_2.11,1
org.flowable:flowable-batch-service-api,1
org.jdon:jdonframework,1
com.woorea:cinder-model,1
com.github.danielflower.mavenplugins.testprojects.versioninheritor:core-utils,1
org.apache.tika:tika-parser-pdf-module,1
com.mploed.dddwithspring.scoring:application-services,1
org.knowm.xchange:xchange-btctrade,2
org.springdoc:springdoc-openapi-kotlin,1
org.glassfish.main.web:jstl-connector,2
io.quarkus:quarkus-websockets-client-deployment,1
com.facebook.presto:presto-spark-classloader-interface,1
org.junit.jupiter:junit-jupiter-params,151
org.xwiki.platform:xwiki-platform-tool-standards-validator,1
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,134
org.spockframework:spock-core,51
io.springfox:springfox-bean-validators,14
org.powermock:powermock-api-mockito,99
org.mongodb:mongo-java-driver,110
com.google.code.findbugs:annotations,71
org.apache.hbase:hbase-common,29
com.vaadin:vaadin-upload-testbench,1
org.thymeleaf:thymeleaf,38
org.apache.camel.quarkus:camel-quarkus-openapi-java-deployment,1
org.apache.camel.quarkus:camel-quarkus-support-webhook-deployment,1
org.apache.camel:camel-flink,1
org.apache.camel:camel-google-drive,1
org.apache.geronimo.specs:geronimo-jta_1.1_spec,20
org.apache.servicemix.bundles:org.apache.servicemix.bundles.snmp4j,3
io.fabric8:kubernetes-client,32
org.locationtech.geowave:geowave-cli-bigtable-embed,1
org.apache.aries.blueprint:org.apache.aries.blueprint,3
com.tinkerpop.blueprints:blueprints-graph-jung,4
org.apache.ozone:hdds-hadoop-dependency-client,1
de.dfki.mary:voice-cmu-rms-hsmm,1
org.popperfw:Interfaces,1
org.apache.tajo:tajo-core,1
org.apache.tajo:tajo-pullserver,1
org.apache.jackrabbit:jackrabbit-jcr-tests,2
net.sourceforge:javaocr,1
com.codeborne:phantomjsdriver,12
org.apache.mesos:mesos,7
org.apache.shardingsphere.elasticjob:elasticjob-error-handler-dingtalk,1
org.eclipse.jdt:org.eclipse.jdt.annotation,6
ai.labs:persistencestore-definition,1
org.apache.isis.subdomains:isis-subdomains-spring-applib,1
com.itextpdf:itextpdf,26
org.apache.flume.flume-ng-sinks:flume-hdfs-sink,3
org.apache.nifi.registry:nifi-registry-security-utils,1
org.apache.nifi:nifi-hadoop-dbcp-service,1
org.apache.nifi:nifi-solr-processors,1
org.apache.nifi:nifi-ui-extension,2
com.paulhammant:ngwebdriver,3
org.apache.servicecomb.pack:alpha-spring-cloud-starter-consul,1
us.codecraft:webmagic-extension,7
org.apache.rocketmq:rocketmq-common,5
com.cognifide.aet:client-core,1
io.enmasse:amqp-connector,1
com.github.zhkl0228:capstone,1
org.keycloak:keycloak-spring-boot-starter,1
org.eclipse.jetty.demos:demo-jetty-webapp,1
org.apache.beam:beam-sdks-java-io-kudu,1
org.eclipse.vorto:org.eclipse.vorto.editor.functionblock,1
org.eclipse.vorto:org.eclipse.vorto.editor.infomodel.ide,1
io.helidon.scheduling:helidon-scheduling,1
org.tillerino.osu:tillerinobot-model,1
org.apache.jclouds.provider:rackspace-cloudfiles-us,3
co.elastic.apm:apm-rabbitmq-plugin,1
co.elastic.apm:apm-vertx4-plugin,1
org.glassfish.hk2:caching-aop-example-system,1
org.odpi.egeria:admin-services-api,1
org.odpi.egeria:admin-services-config-metadata-server-sample,1
org.odpi.egeria:security-integrator-client,1
net.javacrumbs.json-unit:json-unit-json-path,2
io.apiman:apiman-gateway-platforms-war,1
org.apache.ratis:ratis-thirdparty-misc,1
org.jboss.forge.addon:parser-json-impl,1
io.confluent.ksql:ksqldb-rest-app,1
org.teiid:teiid-api,1
com.alibaba.otter:node.extend,2
org.jclouds.api:filesystem,1
org.eclipse.microprofile.fault-tolerance:microprofile-fault-tolerance-tck,2
com.oracle:sdoapi,1
org.apache.maven.shared:maven-repository-builder,1
org.ff4j:ff4j-webapi,1
org.openhab.binding:org.openhab.binding.samsungtv,1
org.jdbi:jdbi3-moshi,1
com.dianping:pigeon-console,1
org.bytedeco:openpose,1
org.opencb.opencga:opencga-storage-server,1
software.amazon.awssdk:textract,1
net.hearthstats:video,1
org.datavec:datavec-spark_2.10,1
io.github.microutils:kotlin-logging,3
org.openehealth.ipf.gazelle:ipf-gazelle-validation-profiles-pat,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-pt-mm-perceptron,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-ner-en-muc.7class.nodistsim.crf,1
org.dkpro.core:dkpro-core-cisstem-asl,1
org.kabeja:kabeja,1
org.apache.cxf.services.ws-discovery:cxf-services-wsn-core,1
javax.transaction:transaction-api,4
org.mskcc.cbio:scripts,1
org.dcache:dcache-nfs,1
org.checkerframework:javac,1
org.apache.unomi:shell-dev-commands,1
org.actframework:act-sql-common,1
org.mineacademy.plugin:WorldGuard,1
org.apache.felix:org.apache.felix.converter,2
org.jboss.weld:weld-core-jsf,1
com.b3dgs.lionengine:lionengine-core,1
org.kie:kie-dmn-validation-bootstrap,1
org.t-io:tio-http-server,2
com.theoryinpractise:halbuilder-jaxrs,1
net.javacrumbs.shedlock:shedlock-test-support,1
com.orientechnologies:orientdb-gremlin,1
io.thorntail:jaxrs-jaxb,1
org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ext.g1,2
org.glassfish.grizzly:connection-pool,4
org.glassfish.jersey.connectors:jersey-jetty-connector,2
org.glassfish.jersey.containers:jersey-container-jetty-servlet,4
com.globo.globodns:globodns-client,1
org.apache.cloudstack:cloud-plugin-storage-volume-cloudbyte,1
org.jooq:joox-java-6,1
com.hotels.styx:styx-backend-provider,1
io.smallrye:smallrye-graphql-servlet,1
org.moditect.layrry:layrry-config,1
com.google.cloud:google-cloud-bigtable,1
com.hubspot.mesos.rx.java:mesos-rxjava-protobuf-client,1
com.github.kwart.jsign:jsignpdf,1
com.github.paulcwarren:spring-content-jpa,1
com.github.jankroken:commandline,1
com.expedia.adaptivealerting:adaptive-alerting-tools,1
org.eclipse.rdf4j:rdf4j-http-protocol,2
org.springframework.cloud:spring-cloud-consul-binder,1
com.google.cloud.bigdataoss:util-hadoop,3
org.fcrepo:fcrepo-persistence-api,1
org.apache.spark:spark-streaming-flume-sink_2.10,1
net.dempsy:dempsy-framework.api,1
org.sakaiproject.edu-services.scoring-service:scoring-service-api,1
org.webjars:dropzone,1
consulo:consulo-platform-desktop-swt-plugin,1
io.zipkin.zipkin2:zipkin-storage-mysql-v1,1
io.jooby:jooby-awssdk-v1,1
io.activej:activej-common,1
org.nuxeo.ecm.platform:nuxeo-platform-login-saml2,1
org.nuxeo.utils:nuxeo-target-platforms-io,1
org.apache.cayenne.modeler:cayenne-modeler-win-ext,1
org.eclipse.ditto:ditto-internal-utils-namespaces,1
io.cattle:cattle-framework-engine,1
org.glassfish.main.admin:appserver-cli,2
com.google.http-client:google-http-client-protobuf,1
com.helger:profiler,1
com.google.apis:google-api-services-ml,1
io.debezium:debezium-connector-vitess,1
com.github.docker-java:docker-java-transport-httpclient5,5
io.quarkus:quarkus-amazon-lambda-rest,1
io.quarkus:quarkus-devservices-postgresql,1
io.quarkus:quarkus-devtools-utilities,1
io.quarkus:quarkus-elasticsearch-rest-client-deployment,1
io.quarkus:quarkus-keycloak-admin-client,1
io.quarkus:quarkus-resteasy-jaxb-deployment,1
com.univocity:univocity-trader-examples,1
org.apache.chemistry.opencmis:chemistry-opencmis,1
org.wso2.carbon.extension.identity.authenticator.outbound.x509Certificate:org.wso2.carbon.extension.identity.authenticator.x509Certificate.connector,1
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.claim.metadata.mgt.stub,3
com.oracle.oci.sdk:oci-java-sdk-identity,1
org.jzy3d:jzy3d-native-jogl-core,1
uk.ac.bbsrc.tgac.miso:miso-service,1
io.nuls.core-module:kernel-rpc,1
org.wildfly.swarm:arquillian,1
com.github.sheetaldolas:storm-hdfs,1
br.dpf:photodna-api,1
com.megaease.easeagent:common,1
io.opentracing.contrib:opentracing-spring-jaeger-web-starter,3
org.apache.tomee:openejb-loader,1
org.wso2.am:org.wso2.carbon.apimgt.clients.store.api,1
org.tribuo:tribuo-sequence,1
org.wildfly.core:wildfly-launcher,2
org.flywaydb.flyway-test-extensions:flyway-dbunit-test,1
xstream:xstream,1
org.geowebcache:gwc-distributed,1
amf:flex-messaging-common,1
com.azure.spring:azure-spring-cloud-appconfiguration-config,1
com.azure:azure-core-management,1
com.spring4all:spring-boot-starter-hbase,1
ch.cyberduck:openstack,1
org.apache.karaf.jms:org.apache.karaf.jms.core,1
cc.blynk.server.hardware:tcp-hardware-server,1
io.lumify:lumify-tomcat-server,1
com.adobe.cq.dam:cq-dam-cfm-api,1
ddf.catalog.transformer:catalog-transformer-streaming-impl,1
ddf.security.filter:security-filter-login,1
org.codice.ddf.spatial:spatial-wfs-converter,1
org.codice.ddf.spatial:spatial-wfs-featuretransformer-xstream,1
org.oreon.vk:oe-vk-components,1
io.joyrpc:joyrpc-api,1
org.apache.struts:struts2-rest-plugin,4
org.onebusaway:onebusaway-csv-entities,1
edu.kit.ipd.jplag:cpp,1
edu.kit.ipd.jplag:java-1.1exp,1
org.talend.esb.auxiliary.storage:auxiliary-storage-client-common,1
org.talend.esb.examples:sam-example-service2,1
org.gephi:perspective-api,1
org.eclipse.californium:californium-proxy,2
org.forgerock.commons:forgerock-guice-servlet,1
org.unitils:unitils-inject,1
cn.springcloud.gray:spring-cloud-gray-plugin-event-stream,1
io.syndesis.connector:connector-kafka,1
io.syndesis.connector:connector-slack,1
org.testingisdocumenting.webtau:webtau-cache,1
net.orfjackal.retrolambda:java-lang-dummies,1
com.pi4j:pi4j-example,1
fish.payara.server.internal.connectors:connectors-inbound-runtime,1
fish.payara.server.internal.webservices:jsr109-impl,1
org.neo4j:neo4j-bolt,1
com.intuit.karate:karate-gatling,1
com.weibo:motan-registry-consul,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-catalog-api,1
org.apache.avalon.framework:avalon-framework-impl,1
ai.djl.quarkus:quarkus-djl,1
com.madhukaraphatak:java-sizeof_2.11,1
com.mapr.db:maprdb,1
org.sculptorgenerator.examples.mongodb-samples:sculptor-shipping-generator,1
org.apache.hop:hop-databases-ingres,1
org.apache.hop:hop-databases-universe,1
org.apache.hop:hop-transform-groupby,1
org.apache.hop:hop-transform-pipelineexecutor,1
org.apache.hop:hop-transform-stringcut,1
com.ftpix.homedash.plugins:sonarrtv,1
com.ftpix.homedash.plugins:unifi,1
com.qihoo.qsql:qsql-core,1
com.github.GeyserMC:MCProtocolLib,1
com.alu.e3:auth-manager,1
kg.apc:jmeter-plugins-cmd,1
com.codingapi.txlcn:starter-txlcn-protocol,1
cn.lite.flow:lite-flow-console-kernel,1
com.github.danielflower.mavenplugins.testprojects.nested:core-utils,1
com.google.apis:google-api-services-urlshortener,1
org.apache.plc4x:plc4x-code-generation-language-java,1
edu.usc.ir:sentiment-analysis-parser,1
jetbrains.teamcity.9:rest-api,1
com.airbnb:airbnb-reair-hive-hooks,1
io.quarkus:quarkus-amazon-ssm,1
io.rainfall:rainfall-ehcache,1
org.fusesource.scalate:scalate-wikitext_2.10,1
fish.payara.server.internal.deployment:sun-as-jsr88-dm,1
uk.ac.ebi.beam:beam-core,1
org.wildfly.security:wildfly-elytron-mechanism-gssapi,1
org.ocpsoft.rewrite:rewrite-transform,1
org.xwiki.platform:xwiki-platform-annotation-reference,1
org.elasticsearch:elasticsearch,118
junit:junit-dep,28
io.vertx:vertx-web,36
org.apache.camel.quarkus:camel-quarkus-aws2-cw-deployment,1
org.apache.camel.quarkus:camel-quarkus-file-watch,1
org.apache.camel.quarkus:camel-quarkus-groovy-deployment,1
org.apache.activemq:activemq-client,45
org.apache.camel.tests:camel-validator-test-resources,1
org.apache.camel:camel-quartz,2
org.apache.camel:camel-resilience4j,1
org.apache.camel:camel-slack,1
org.apache.camel:camel-spring-security,3
org.apache.camel:camel-vm,1
org.apache.cxf.services.ws-discovery:cxf-services-ws-discovery-api,3
javax.cache:cache-tests,2
org.jitsi:jitsi-stats,2
de.dfki.mary:voice-dfki-spike-hsmm,1
ant:ant,16
org.locationtech.geogig:geogig-cache-caffeine,1
ai.labs:conversationmemory-definition,1
batik:batik-util,1
org.bouncycastle:bcprov-debug-jdk15on,2
org.apache.nifi:nifi-ccda-processors,1
org.apache.nifi:nifi-processor-utils,2
org.apache.logging.log4j:log4j-slf4j18-impl,10
org.apache.servicecomb.pack:omega-transport-feign,1
xerces:xmlParserAPIs,4
com.evolveum.midpoint.infra:schema,1
org.apache.directory.api:api-all,13
org.eclipse.kapua:kapua-foreignkeys,1
org.eclipse.kapua:kapua-user-internal,1
org.kframework.mpfr_java:mpfr_java,2
org.wicketTutorial:AnnotationsRolesStrategyExample,1
org.wicketTutorial:MarkupInheritanceExample,1
com.psddev:dari-db,1
com.netflix.curator:curator-framework,6
org.eclipse.jetty:jetty-runner,4
org.ops4j.pax.exam:pax-exam-container-remote,1
org.apache.james:apache-james-mpt-app,1
org.apache.james:james-server-jwt,1
io.helidon.config:helidon-config-test-infrastructure,1
loophole.mvc:lmvc,2
io.jenkins.plugins:analysis-model-api,1
software.amazon.awssdk:url-connection-client,4
io.cdap.cdap:cdap-common-unit-test,1
com.googlecode.openpojo:openpojo,2
com.jsoniter:jsoniter,8
com.navercorp.pinpoint:pinpoint-akka-http-plugin,1
io.vertx:vertx-codegen,11
io.rackshift:metal-plugin-sdk,1
com.flowci:tree,1
com.documents4j:documents4j-client,1
com.qaprosoft:carina-proxy,1
io.restx:restx-admin,2
org.glowroot:glowroot-agent-grails-plugin,1
org.jboss.resteasy:resteasy-json-p-provider,2
org.wildfly.extras.creaper:creaper-core,3
aspectj:aspectjrt,1
it.bancaditalia.oss:sdmx,1
es.unex.sextante:sextante_gui,1
org.geoserver.community:gs-kmlppio,1
org.geoserver.community:gs-web-elasticsearch,1
org.eclipse.tesla.shell:tesla-shell-util,1
io.opentracing.contrib.specialagent:opentracing-rewrite,1
org.apache.pulsar:pulsar-functions-api-examples,2
com.vaadin:flow-test-root-context-npm,1
org.openehealth.ipf.gazelle:ipf-gazelle-validation-profiles-core,1
org.apache.streampipes:streampipes-dataformat-cbor,1
org.eclipse.rdf4j:rdf4j-rio-rdfxml,6
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.corenlp-model-tokenizer-ar-atb-bn-arztrain,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-parser-es-pcfg,1
org.dkpro.core:dkpro-core-udpipe-model-parser-en-ud,1
com.javanut:greenlightning,1
net.wimpi:jamod,1
org.openhab.core.bundles:org.openhab.core.io.transport.serial.rxtx.rfc2217,1
com.typesafe.akka:akka-slf4j_2.13,3
org.opendaylight.controller.samples:sample-toaster,1
org.apache.tinkerpop:gremlin-groovy-test,3
org.ranksys:JavaFM,1
org.ranksys:RankSys-core,1
com.qunar.qmq:qmq-backup,1
com.amazonaws:aws-java-sdk-iotfleethub,1
com.amazonaws:aws-java-sdk-iotsitewise,2
com.amazonaws:aws-java-sdk-location,1
de.devland.esperandro:esperandro-resources-gen,1
org.knowm.xchange:xchange-zaif,1
org.openjdk.jmc:org.openjdk.jmc.feature.flightrecorder,2
org.apache.archiva.maven:archiva-maven-metadata,1
org.apache.cloudstack:cloud-plugin-integrations-cloudian-connector,1
org.apache.directory.server:apacheds-core-entry,3
org.flowable:flowable-spring-boot-starter-rest,2
org.webjars:jquery.inputmask,1
io.streamthoughts:kafka-connect-filepulse-local-fs,1
org.webjars:jslint,2
software.amazon.lambda:powertools-metrics,1
com.jagrosh:EasySQL,2
com.toomuchcoding.jsonassert:jsonassert,2
io.airlift:discovery,4
org.jacoco:org.jacoco.doc,1
org.eclipse.rdf4j:rdf4j-rio-languages,4
org.raml:raml-parser-2,2
com.vladsch.flexmark:flexmark-ext-typographic,1
com.vladsch.flexmark:flexmark-ext-yaml-front-matter,1
io.gravitee.am.identityprovider:gravitee-am-identityprovider-api,1
io.fabric8:certmanager-model-v1beta1,1
infobright:infobright-core,4
org.pentaho:commons-xul-html,1
pentaho:pentaho-big-data-legacy-core,3
com.khartec:waltz-common,1
consulo:consulo-desktop-util-awt,1
io.jooby:jooby-cli,1
com.yahoo.vespa.jdisc_core:cert-q-frag,1
io.trino:trino-benchto-benchmarks,1
io.opencensus:opencensus-contrib-http-servlet,3
net.sf.jxls:jxls-reader,1
org.kohsuke:asm6,1
org.apache.cayenne:cayenne-cache-invalidation,1
de.tudarmstadt.ukp.inception.app:inception-ui-agreement,1
org.wicketstuff:wicketstuff-input-events,3
ws.schild:jave-nativebin-linux-arm64,1
org.glassfish.main.common:glassfish-api,2
org.archive.heritrix:heritrix-engine,1
io.quarkus:quarkus-bootstrap-core,1
io.quarkus:quarkus-narayana-stm,1
io.micrometer:micrometer-registry-statsd,2
pl.baczkowicz.spy:spy-common,1
org.unidal.framework:dal-jdbc,3
com.oracle.oci.sdk:oci-java-sdk-dns,1
org.jboss.narayana.xts:recovery,1
org.zalando:opentracing-flowid-starter,2
com.github.filipesimoes:kharon,1
io.yawp:yawp-devserver-runtime,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-diff-rs,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-dimse-rs,1
org.wso2.am:org.wso2.am.thirdparty.km,1
org.tribuo:tribuo-regression-slm,1
org.sonatype.sisu:sisu-odata4j,1
com.azure.resourcemanager:azure-resourcemanager,2
com.azure:azure-storage-blob-changefeed,1
com.spring4all:spring-boot-starter-swagger,1
com.blt.talk:talk-common,1
com.github.Mohist-Community.SodionAuth:SodionAuth-Bukkit,1
io.github.openwebnet4j:openwebnet4j,1
org.openhab.addons.bundles:org.openhab.binding.bmwconnecteddrive,1
org.openhab.addons.bundles:org.openhab.binding.digitalstrom,1
org.openhab.addons.bundles:org.openhab.binding.modbus.stiebeleltron,1
com.twitter.heron:heron-api,1
org.jvnet.hudson:htmlunit,2
org.owasp.test.aggregate.issue-1527:lib,1
com.espertech:esper-compiler,1
org.apache.shenyu:shenyu-spring-boot-starter-client-springmvc,1
org.resthub:resthub-common,1
com.coverity.security:coverity-escapers,1
com.github.OmerBenGera:WildStackerAPI,1
org.logicalcobwebs:proxool,1
org.wso2.orbit.org.openapitools:openapi-generator,1
org.jetlinks.community:network-core,1
org.jetlinks.community:notify-dingtalk,1
org.sejda:sejda-image-writers,1
com.oracle.coherence.ce:coherence-grpc-proxy,1
org.springframework.cloud:spring-cloud-gcp-starter-sql-postgresql,1
org.opennms.core:org.opennms.core.sysprops,1
org.opennms.features.distributed:org.opennms.features.distributed.kv-store.postgres-shared,1
org.vaadin.addons:dragdroplayouts,1
org.wicketstuff:wicketstuff-twitter,1
org.infinitest.intellij:intellij-extensions,1
com.gazbert.bxbot:bxbot-domain-objects,1
com.facebook.presto:presto-local-file,1
fish.payara.server.internal.admingui:microprofile-console-plugin,1
fish.payara.server.internal.jms:gf-jms-connector,1
fish.payara.server.internal.webservices:webservices-connector,1
it.eng.knowage:knowageazuresecurityprovider,1
com.cloudera:impala-jdbc41,1
com.grinderwolf:slimeworldmanager-nms-v1_9_R1,1
org.dominokit:domino-ui,1
com.github.davidb:metrics-influxdb,1
org.apache.pulsar:pulsar-io-core,1
org.restcomm.media.core:media-core-ice,1
com.thinkbiganalytics.kylo.plugins:kylo-sla-jira,1
com.thinkbiganalytics.kylo:kylo-thrift-proxy-controller,1
com.didispace:scca-plugin-db,1
org.apache.rocketmq:rocketmq-srvutil,1
org.apache.hop:hop-action-deletefolders,1
gov.nsa.datawave.webservices:datawave-ws-deploy-configuration,1
de.learnlib:learnlib-adt,1
com.virjar.sekiro.business:sekiro-business-api,1
org.flowable:flowable-spring-boot-starter-process,1
org.mule.modules:mule-module-spring-security,1
org.jvnet.jaxb2_commons:jaxb2-basics-annotate,1
org.jboss.arquillian.graphene:graphene-webdriver-impl,1
org.jmxtrans:jmxtrans-output-kafka,1
com.google.apis:google-api-services-iamcredentials,2
org.nuxeo.ecm.platform:nuxeo-platform-login-mod_sso,1
org.openhab.addons.bundles:org.openhab.binding.luftdateninfo,1
org.hoteia.qalingo:qalingo-api-core-solr,1
org.opennms:mock-snmp-agent,1
io.ebean:ebean-types,1
org.apache.servicecomb.tests:jaxrs-tests,1
com.mapr.fs:mapr-hbase,1
com.atlassian.confluence:confluence,1
com.dc3:dc3-api-data,1
org.jasypt:jasypt-springsecurity4,1
net.anotheria:ano-tags,1
org.apache.pdfbox:jbig2-imageio,10
com.github.tomakehurst:wiremock,71
com.icegreen:greenmail,30
org.testcontainers:postgresql,41
org.xwiki.platform:xwiki-platform-configuration-api,1
org.xwiki.platform:xwiki-platform-rendering-configuration-default,1
org.springframework.boot:spring-boot-devtools,24
org.codehaus.jackson:jackson-mapper-lgpl,9
org.apache.cassandra:cassandra-all,35
org.apache.camel.quarkus:camel-quarkus-core-cloud,1
org.apache.camel.quarkus:camel-quarkus-kudu-client,1
org.apache.camel.quarkus:camel-quarkus-mustache-deployment,1
org.apache.camel.quarkus:camel-quarkus-snmp-deployment,1
org.apache.camel.quarkus:camel-quarkus-xslt-saxon-deployment,1
org.apache.camel:camel-as2-api,1
org.apache.camel:camel-bean,1
org.apache.camel:camel-hl7,1
org.apache.camel:camel-swagger-java,2
org.infinispan:infinispan-client-hotrod,10
com.fasterxml.jackson.module:jackson-module-scala_2.11,14
org.jfarcand:wcs,1
