groupId,artifactId,mcrTags
de.undercouch,bson4jackson,bson
org.eclipse.kapua,kapua-service-elasticsearch-client-rest,"rest,eclipse,elasticsearch,service,elastic,client,search"
org.minbox.framework,api-boot-starter-ssh-agent,"network,ssh,agent,framework,api,starter"
io.jenkins.blueocean,blueocean-pipeline-editor,"pipeline,editor,jenkins,io"
software.amazon.awssdk,aws-sdk-java,"aws,amazon,sdk"
com.yahoo.elide,elide-test-helpers,testing
com.facebook.presto,presto-hive-common,facebook
com.migesok,jaxb-java-time-adapters,"binding,xml,time"
com.yahoo.vespa,security-utils,security
org.apache.maven.wagon,wagon-ssh,"network,ssh,build,build-system,maven,apache"
org.swinglabs,jxlayer,"swing,ui"
com.oracle.oci.sdk,oci-java-sdk-devops,sdk
com.github.ltsopensource,lts-monitor,"github,monitor"
io.quarkus,quarkus-amazon-ses-deployment,"amazon,deployment,io"
org.apache.aries.jmx,org.apache.aries.jmx.core.whiteboard,"jmx,apache"
io.quarkus,quarkus-resteasy-jsonb-deployment,"deployment,io"
com.facebook.airlift,testing,"facebook,testing"
org.wso2.is,org.wso2.identity.integration.common.clients,"integration,client,identity"
com.giffing.bucket4j.spring.boot.starter,bucket4j-spring-boot-starter,"spring,starter"
com.blazegraph,bigdata-ganglia,monitoring
io.atlassian.util.concurrent,atlassian-util-concurrent,"concurrent,io"
org.bytedeco,tensorrt-platform,platform
org.jogamp.jocl,jocl-main,"opencl,parallel,computing"
org.springframework.boot,spring-boot-starter-data-rest,"rest,data,spring,starter"
com.joyent.manta,java-manta-client-unshaded,client
org.wildfly.swarm,config-api,"config,api"
org.apache.amber,amber-oauth2-common,"authentication,apache,oauth"
org.opennms.features.telemetry.protocols,org.opennms.features.telemetry.protocols.common,"protocol,telemetry"
org.bytedeco,libfreenect-platform,platform
org.kie.kogito,monitoring-prometheus-springboot-addon,"monitoring,prometheus"
com.github.iotaledger,java-md-doclet,"github,doc"
org.glassfish.jersey.ext.cdi,jersey-cdi1x-transaction,"webservice,transaction"
com.amazonaws,aws-java-sdk-signer,"aws,amazon,sdk,signing"
io.dapr,dapr-sdk-autogen,"sdk,io"
org.jetlinks,rule-engine-support,"support,engine"
net.jsourcerer.webdriver,JSErrorCollector,webdriver
org.jboss.shrinkwrap.descriptors,shrinkwrap-descriptors-spi,"interface,descriptor,jboss"
org.androidtransfuse,transfuse-bootstrap,bootstrap
com.databricks,spark-csv_2.10,"csv,spark,tabular"
com.zaxxer,nuprocess,"execution,external,process,command"
org.jvnet.ogc,wcs-v_1_0_0-schema,schema
org.apache.camel.quarkus,camel-quarkus-xml-io-dsl-deployment,"deployment,apache,xml,io,dsl,camel"
org.apache.mahout,mahout-mr,"apache,machine-learning"
com.vaadin,flow-plugin-base,"plugin,gwt,web-framework"
org.sakaiproject,sakai-help-content,help
org.springframework.cloud,spring-cloud-gcp-bigquery,"spring,cloud"
org.jboss.aerogear.unifiedpush,unifiedpush-model-api,"model,jboss,api"
org.pentaho.di.plugins,kettle-dummy-plugin-core,plugin
org.jclouds.provider,serverlove-z1-man,"provider,cloud"
org.apache.aries.application,org.apache.aries.application.default.local.platform,"apache,platform"
com.atomikos,transactions-jdbc,"sql,jdbc"
io.servicetalk,servicetalk-data-jackson-jersey,"data,webservice,io"
com.yahoo.athenz,athenz-auth-core,authentication
com.kumuluz.ee,kumuluzee-jta-narayana,transaction
com.hazelcast,hazelcast-jca,"hazelcast,jca"
org.demoiselle.jee,demoiselle-rest,rest
io.jenkins.blueocean,blueocean-jira,"jenkins,io"
com.github.j-n-k,moquette-broker,"github,broker"
io.zipkin.reporter,zipkin-sender-okhttp3,"reporter,io,tracing,http"
com.martiansoftware,jsap,"cli,parser"
io.streamthoughts,kafka-connect-transform-grok,"streaming,kafka,io"
io.quarkus,quarkus-vault-deployment,"deployment,io"
org.webjars,ckeditor,"web,assets"
org.jbox2d,jbox2d-testbed,physics
org.rakam,rakam-aws,"amazon,aws"
com.github.fernandospr,javapns-jdk16,github
io.swagger.core.v3,swagger-core-jakarta,"io,swagger,api"
org.drools,camel-container-tests-api,"rule-engine,container,testing,api,camel"
org.lucee,httpcomponents-httpclient,http
com.github.xiaoymin,knife4j-spring,"github,spring"
io.quarkus,quarkus-jaxp,io
org.apache.isis.valuetypes,isis-valuetypes-sse-metamodel,apache
com.epam.jdi,jdi-http-cucumber,http
com.amazonaws,aws-java-sdk-mobile,"aws,amazon,sdk,mobile"
com.okta.sdk,okta-sdk-impl,sdk
com.databricks,spark-csv_2.11,"csv,spark,tabular"
org.eclipse.jetty.toolchain,jetty-jsp-jdt,"server,eclipse,webserver,jsp,jetty"
com.force.api,force-partner-api,api
com.fasterxml,aalto-xml,xml
org.apache.geronimo.specs,geronimo-json_1.0_spec,"json,apache,specs"
org.pentaho,pentaho-registry,registry
ddf.security.handler,security-handler-saml,security
io.reactiverse,es4x,io
org.apache.jclouds.provider,cloudfiles-us,"provider,cloud,apache"
org.neo4j,neo4j-graph-matching,"database,matching,graph,neo4j"
org.codehaus.plexus,plexus-interactivity-api,"codehaus,api"
org.activiti,activiti-image-generator,"generator,image,bpm"
com.linkedin.azkaban,azkaban,linkedin
org.apache.camel,camel-nsq,"apache,camel"
io.yawp,yawp-core,io
org.hamcrest,hamcrest,matching
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-token-de-maxent,"model,token"
org.nuxeo.ecm.platform,nuxeo-platform-test,"testing,platform"
io.thorntail,cdi-config,"config,io"
com.squareup.keywhiz,keywhiz-client,client
org.rhq,rhq-jboss-as-7-jmx-util,"jmx,jboss"
com.zlt,zlt-swagger2-spring-boot-starter,"spring,swagger,api,starter"
org.openhab.core.bundles,org.openhab.core.thing,bundle
org.opencastproject,opencast-composer-service-api,"service,api"
com.amazonaws,aws-java-sdk-qldbsession,"aws,amazon,sdk"
org.pacesys.openstack4j.connectors,openstack4j-httpclient,"connector,openstack,http"
com.amazonaws,aws-java-sdk-health,"aws,amazon,sdk"
org.geotools,gt-data,"geo,data"
ddf.platform,security-filter-api,"security,filtering,api,platform"
com.github.weisj,darklaf-theme,github
org.apache.sshd,sshd-sftp,"ftp,network,apache"
ddf.security.servlet,security-servlet-logout-endpoint,"security,servlet"
org.apache.maven.surefire,surefire-junit47,"junit,build,build-system,testing,maven,apache"
io.helidon.microprofile.bundles,internal-test-libs,"bundle,testing,io"
com.azure,azure-messaging-webpubsub,"messaging,azure"
org.apache.camel,camel-debezium-mysql,"database,apache,mysql,camel"
org.teiid.connectors,translator-file,connector
org.apache.streampipes,streampipes-container,"container,apache"
org.broadleafcommerce,broadleaf-framework-web,"framework,web"
org.apache.nifi.minifi,minifi-c2-cache-s3,"aws,s3,cache,apache"
org.kaazing,snmp4j-agent,"snmp,agent"
org.eclipse.rdf4j,rdf4j-rio-languages,"rdf,eclipse"
org.apache.camel,camel-xml-io-dsl,"apache,xml,io,dsl,camel"
org.springframework.cloud,spring-cloud-kubernetes-client-loadbalancer,"kubernetes,spring,cloud,client"
org.apache.ignite,ignite-rest-http,"rest,apache,http"
org.apache.flex.blazeds,flex-messaging-core,"messaging,apache"
org.eclipse.hono,client-device-connection-infinispan,"eclipse,cache,client,connection,device"
io.fabric8,chaosmesh-server-mock,"mock,server,io"
org.springframework.integration,spring-integration-jmx,"integration,jmx,spring,management"
org.jvnet.jaxb2_commons,jaxb2-basics,"binding,xml"
io.github.resilience4j,resilience4j-all,"github,io"
org.joyqueue,joyqueue-datasource-hikaricp,"data,datasource"
org.graphfoundation.ongdb,ongdb-graph-algo,graph
org.apache.taglibs,taglibs-standard-impl,"apache,jsp,taglib"
org.apache.camel,camel-leveldb,"apache,leveldb,camel"
net.i2p.crypto,eddsa,cryptography
org.springframework,org.springframework.beans,"spring,beans"
org.dcache,dcache-view,view
org.apache.edgent.android,edgent-connectors-common,"apache,connector,android"
org.apache.chemistry.opencmis,chemistry-opencmis-server-jcr,"application,server,web,webapp,apache"
io.r2dbc,r2dbc-spi,"interface,io"
org.apereo.cas,cas-server-core-services-authentication,"server,service,authentication"
org.odpi.egeria,catalog-integrator-api,api
org.joyqueue,joyqueue-model,model
org.apache.xmlgraphics,batik-gvt,"svg,apache,graphics"
ddf.catalog.core,catalog-core-api,api
org.dcm4che.dcm4chee-arc,dcm4chee-arc-service,service
org.netbeans.modules,org-netbeans-modules-editor-actions,"module,ide,editor,netbeans"
com.oracle.coherence.ce,coherence-json,json
ca.pjer,chatter-bot-api,api
org.opennms.features.kafka,org.opennms.features.kafka.producer,"streaming,kafka,producer"
org.apache.xmlgraphics,batik-gui-util,"svg,apache,graphics"
com.sun.jersey.jersey-test-framework,jersey-test-framework-inmemory,"framework,testing,webservice"
org.xwiki.platform,xwiki-platform-index-tree-api,"tree,api,platform,index"
org.keycloak,keycloak-saml-servlet-filter-adapter,"servlet,filtering"
org.axonframework,axon-disruptor,disruptor
org.testcontainers,kafka,"kafka,streaming"
org.wso2.orbit.org.antlr,antlr4-runtime,"compiler,parser,runtime"
javax.inject,javax.inject-tck,"dependency-injection,javax,specs,standard"
org.javalite,activejdbc,"relational,mapping"
io.zipkin.zipkin2,zipkin-storage-cassandra,"database,cassandra,storage,io,tracing"
org.apache.camel.quarkus,camel-quarkus-milo-deployment,"deployment,apache,camel"
org.apache.tika,tika-emitter-s3,"aws,s3,apache"
org.netbeans.api,org-openide-loaders,"loader,ide,api,netbeans"
org.apache.sentry,sentry-service-server,"server,service,apache"
org.jboss.narayana.jta,cdi,"jboss,transaction"
com.nepxion,eventbus-aop-starter,"eventbus,messaging,starter"
net.sf.jung,jung-io,io
io.seata,seata-saga-engine,"io,engine"
org.apache.hive.hcatalog,hive-hcatalog-server-extensions,"server,hadoop,apache,extension"
org.glassfish.main.persistence.cmp,cmp-generator-database,"persistence,generator"
org.apache.camel.quarkus,camel-quarkus-rss-deployment,"deployment,apache,rss,camel"
io.fabric8,knative-client,"client,io"
org.glassfish.web,javax.servlet.jsp,"servlet,web,jsp"
org.apache.oozie,oozie-client,"apache,client"
com.artipie,maven-adapter,"build,build-system,maven"
com.jakewharton.retrofit,retrofit1-okhttp3-client,"client,http"
org.openehealth.ipf.platform-camel,ipf-platform-camel-ihe-fhir-core,"platform,camel"
org.apache.zeppelin,zeppelin-java,apache
io.quarkus,quarkus-core,io
org.jruby,jay-yydebug,ruby
org.springframework.data,spring-data-commons-core,"data,spring"
com.github.qiujiayu,autoload-cache-script-springel,"github,cache,scripting"
ai.api,libai,api
org.wildfly.security,wildfly-elytron-http-bearer,"security,http"
org.apache.camel.quarkus,camel-quarkus-splunk-hec,"apache,camel"
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.template.mgt.feature,"framework,management,template,identity"
org.apache.camel,camel-iota,"apache,camel"
org.hawkular.apm,hawkular-apm-server-rest,"server,rest"
net.javacrumbs.shedlock,shedlock-provider-jdbc-micronaut,"sql,provider,jdbc"
org.actframework,act-asm,bytecode
com.squareup.okhttp3,okhttp-urlconnection,"url,connection,http"
org.wildfly.security,wildfly-elytron-sasl-entity,security
com.squareup.retrofit2,retrofit,"http,client"
de.learnlib,learnlib-statistics,stats
io.smallrye.reactive,mutiny-reactive-streams-operators,"streaming,reactive,io"
org.eclipse.jetty,jetty-quickstart,"server,eclipse,webserver,jetty,example"
org.eclipse.vorto,model-conversion,"model,eclipse"
org.infinispan,infinispan-clustered-lock,"cache,cluster,locking"
org.openhab.io,org.openhab.io.multimedia.tts.marytts,"plugin,eclipse,io"
org.apache.plc4x,plc4j-driver-ads,"ads,driver,apache"
io.restx,restx-server-simple,"server,io"
com.twitter,scrooge-generator_2.12,"generator,twitter"
org.apache.bval,org.apache.bval.bundle,"bundle,apache"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-parser-de-pcfg,"model,parser"
com.ctrip.framework.apollo,apollo-client,"framework,client"
org.isisaddons.module.poly,isis-module-poly-dom,"module,dom"
org.itsallcode,junit5-system-extensions,"system,junit,testing,extension"
io.quarkus,quarkus-jsonb-deployment,"deployment,io"
com.blazebit,blaze-persistence-integration-hibernate-5.4,"persistence,integration,hibernate"
com.blazebit,blaze-persistence-integration-hibernate-5.2,"persistence,integration,hibernate"
com.blazebit,blaze-persistence-integration-hibernate-5.3,"persistence,integration,hibernate"
org.apache.knox,gateway-provider-rewrite-step-encrypt-uri,"provider,gateway,apache"
org.apache.camel.quarkus,camel-quarkus-atmos-deployment,"deployment,apache,camel"
org.kie.kogito,kogito-addons-springboot-rest-exception-handler,rest
org.apache.archiva,archiva-model,"model,apache"
io.smallrye,smallrye-fault-tolerance-context-propagation,io
org.flowable,flowable-cmmn-image-generator,"generator,image"
org.apache.pinot,pinot-tools,"tools,apache"
org.pentaho.reporting.engine,legacy-functions,"reporting,engine"
org.jeecgframework.boot,jeecg-boot-starter-cloud,"cloud,starter"
pentaho,pentaho-platform-scheduler,"platform,scheduling"
org.mule.tests,mule-vegan-extension,"testing,extension"
org.apache.camel.quarkus,camel-quarkus-aws2-s3-deployment,"aws,s3,amazon,deployment,apache,camel"
org.springframework.integration,spring-integration-mongodb,"database,integration,spring,mongodb"
org.apache.karaf.shell,org.apache.karaf.shell.console,"shell,apache,console,osgi"
net.sf.jxls,jxls-core,"excel,spreadsheet"
org.apache.james,blob-cassandra,"database,cassandra,apache,mail"
org.glassfish.fighterfish,osgi-jta,"transaction,osgi"
io.helidon.integrations.oci,helidon-integrations-oci-telemetry,"io,telemetry"
org.apache.shardingsphere,shardingsphere-infra-context,apache
org.testingisdocumenting.webtau,webtau-utils-testing-data,"data,testing"
org.apache.karaf.audit,org.apache.karaf.audit.core,"apache,osgi"
org.apache.camel,camel-jdbc,"sql,jdbc,apache,camel"
org.redisson,redisson-tomcat-8,"server,webserver,tomcat"
org.quickperf,quick-perf-core,performance
org.apache.tinkerpop,gremlin-console,"apache,graph,console"
io.fabric8.insight,insight-log-core,"logging,io"
software.amazon.awssdk,ioteventsdata,"aws,amazon"
com.hortonworks.registries,schema-registry-core,"registry,schema"
org.apache.dubbo,dubbo-filter-validation,"apache,filtering,validation"
com.google.code.maven-play-plugin.net.tanesha.recaptcha4j,recaptcha4j,"plugin,captcha,google,build,build-system,maven"
org.jboss.jbossas,jboss-as-security,"security,jboss"
org.apache.camel.quarkus,camel-quarkus-mustache,"mustache,apache,camel"
org.codehaus.groovy,groovy-console,"groovy,codehaus,console"
net.lightbody.bmp,browsermob-proxy,"proxy,http"
org.apache.james,james-server-guice-mailbox,"server,dependency-injection,apache,mail"
org.apache.camel.quarkus,camel-quarkus-kafka-deployment,"deployment,streaming,kafka,apache,camel"
cn.hutool,hutool-log,logging
org.infinispan,infinispan-commons-test,"testing,cache"
org.beryx,text-io,"text,io"
org.springframework.experimental,spring-graalvm-native,"experimental,native,spring"
org.apache.camel,camel-atlasmap,"apache,camel"
org.aksw.sparqlify,obda-api-core,api
io.quarkus,quarkus-vertx-http-dev-console-runtime-spi,"interface,vertx,io,http,console,runtime"
com.ngdata,hbase-sep-api,"database,api,hbase"
org.apache.pulsar,pulsar-discovery-service,"service,apache,discovery"
com.nepxion,discovery-plugin-strategy-starter-service,"plugin,service,starter,discovery"
org.springframework.cloud,spring-cloud-dataflow-container-registry,"registry,spring,container,cloud"
org.apache.eagle,eagle-storage-jdbc,"sql,jdbc,apache,storage"
com.nepxion,discovery-plugin-admin-center-starter,"plugin,admin,starter,discovery"
org.apache.camel,camel-olingo4-api,"apache,api,camel"
org.keycloak,keycloak-as7-adapter-spi,interface
org.revapi,revapi-yaml,yaml
io.quarkus,quarkus-vertx-http-dev-console-spi,"interface,vertx,io,http,console"
org.wso2.carbon.apimgt,org.wso2.carbon.apimgt.handlers.security.stub,"security,stub"
org.webjars.bower,stormpath-sdk-angularjs,"assets,angular,sdk,web,angularjs"
io.fastjson,slumberdb-core,io
org.glassfish.main.web,jsf-connector,"jsf,web,connector"
org.opennms,opennms-icmp-jna,native
org.camunda.bpm.model,camunda-xml-model,"model,bpm,xml"
ru.r2cloud,rotctrldClient,cloud
io.jenkins.blueocean,blueocean-i18n,"i18n,jenkins,io"
com.sun,deploy,deployment
org.jboss.arquillian.test,arquillian-test-spi,"interface,testing,jboss"
com.sun.web.ui,cc_zh_HK,"web,ui"
org.springframework.boot,spring-boot-test,"spring,testing"
org.apache.jackrabbit,oak-query-spi,"interface,query,apache,cms"
org.apache.camel,camel-quickfix,"apache,camel"
io.jooby,jooby-graphiql,io
com.oracle.database.security,oraclepki,security
org.apache.drill.metastore,drill-metastore-api,"apache,api"
org.eclipse.kapua,kapua-device-management-asset-internal,"eclipse,management,device"
org.xipki,security-extra,security
ro.pippo,pippo-controller,controller
org.kie.kogito,kogito-codegen-api,api
org.apache.camel,camel-resilience4j,"apache,camel"
org.codehaus.groovy,groovy-xml,"xml,groovy,codehaus"
com.kohlschutter.junixsocket,junixsocket-native-custom,native
io.micrometer,micrometer-jersey2,"webservice,io"
org.flowable,flowable-ui-idm-frontend,"ui,frontend"
org.apache.camel.quarkus,camel-quarkus-as2-deployment,"deployment,apache,camel"
io.opentelemetry,opentelemetry-exporter-jaeger,"export,io"
commons-validator,commons-validator,validation
org.opennms,drools-correlation-engine,"rule-engine,engine"
org.demoiselle.jee,demoiselle-crud,crud
com.ibm.jbatch,com.ibm.jbatch-tck-spi,"interface,batch,ibm"
com.kumuluz.ee,kumuluzee-javamail-ri,mail
org.glassfish.jaxb,osgi-test-parent,"binding,testing,xml,osgi"
com.blazebit,blaze-persistence-integration-hibernate-6.0,"persistence,integration,hibernate"
com.ibm.fhir,fhir-model,"model,ibm"
org.apache.knox,gateway-provider-security-authz-acls,"provider,security,gateway,apache"
org.apache.camel,camel-aws2-eventbridge,"aws,amazon,apache,camel"
org.kie,kie-server-spring-boot-autoconfiguration-drools,"rule-engine,server,spring"
org.webjars.npm,cytoscape-spread,"assets,web"
org.apache.aries.jndi,org.apache.aries.jndi.rmi,"apache,jndi,rmi"
org.apache.camel.quarkus,camel-quarkus-jira-deployment,"deployment,apache,camel"
io.trino,trino-mongodb,"io,mongodb,database"
com.github.erosb,everit-json-schema,"github,json,schema"
org.opennms.features.geolocation,org.opennms.features.geolocation.api,"location,geo,api"
org.geoserver.web,gs-web-demo,"geo,web,example"
com.github.trask.io.netty,netty-tcnative-boringssl-static-linux-alpine-x86_64,"network,github,socket,unix,x86,netty,linux,io"
io.quarkus,quarkus-oidc-common,io
org.apache.hadoop.thirdparty.guava,guava,"hadoop,apache"
org.apache.httpcomponents.client5,httpclient5-win,"apache,client,http"
com.sun.web.ui,cc_zh_CN,"web,ui"
com.hccake,ballcat-log-model,"logging,model"
com.wordnik.swagger,swagger-async-httpclient_2.11,"swagger,api,asynchronous,http"
com.yahoo.vespa,vespaclient-container-plugin,"plugin,container"
org.xwiki.platform,xwiki-platform-search-solr-server-core,"server,platform,solr,search"
ddf.catalog.security,catalog-security-xmlattributeplugin,security
io.activej,activej-launchers-rpc,"io,rpc"
com.github.database-rider,rider-cdi,github
org.openhab.binding,org.openhab.binding.mios,"plugin,binding,eclipse"
org.apache.camel.quarkus,camel-quarkus-micrometer-deployment,"deployment,apache,camel"
org.geoserver.community,gs-sec-oauth2-core,"geo,authentication,oauth"
org.apache.servicemix.examples,camel-cxf-rest-service,"esb,rest,service,apache,example,camel"
org.springframework.cloud,spring-cloud-contract-spec,"spring,cloud"
org.apache.camel.quarkus,camel-quarkus-vertx-deployment,"deployment,vertx,apache,camel"
org.sonatype.nexus.plugins,nexus-repository-maven,"plugin,repository,build,build-system,maven"
org.specs2,specs2-junit_2.11,"junit,testing,specs"
io.quarkus,quarkus-kafka-streams-deployment,"deployment,streaming,kafka,io"
org.webjars,requirejs,"web,assets"
com.codahale.metrics,metrics-json,"json,metrics"
org.nuxeo.ecm.platform,nuxeo-platform-login,platform
org.jenkins-ci.plugins.workflow,workflow-api,"plugin,workflow,jenkins,api"
com.netease.nim,camellia-hbase-spring-boot-starter,"database,spring,starter,hbase"
io.gravitee.resource,gravitee-resource-oauth2-provider-api,"provider,authentication,resource,io,api,oauth"
org.nuxeo.ecm.core,nuxeo-opencmis-tests,testing
org.codehaus.groovy,groovy-jmx,"jmx,groovy,codehaus"
net.databinder.dispatch,dispatch-json4s-jackson_2.11,json
com.google.cloud.bigtable,bigtable-hbase-dataflow,"database,google,cloud,hbase"
com.alibaba.testable,testable-processor,processor
org.mariadb.jdbc,mariadb-java-client,"database,sql,jdbc,driver,client,mysql"
com.github.zhkl0228,unicorn,github
org.apache.brooklyn,brooklyn-software-network,"network,apache"
org.codehaus.gmaven,gmaven-mojo,codehaus
org.apache.camel.quarkus,camel-quarkus-protobuf-deployment,"deployment,serialization,apache,protocol,camel"
org.openhab.addons.bundles,org.openhab.binding.squeezebox,"binding,bundle"
org.safehaus.jug,jug,"uuid,generator"
io.trino,trino-thrift-testing-server,"server,testing,serialization,thrift,io,protocol"
es.gob.afirma,afirma-crypto-pdf,"cryptography,pdf"
com.github.martinpaljak,globalplatformpro,github
com.oracle.oci.sdk,oci-java-sdk-bds,sdk
org.apache.carbondata,carbondata-core,apache
com.github.paulcwarren,spring-content-renditions,"github,spring"
org.jenkins-ci.plugins,branch-api,"plugin,jenkins,api"
org.apache.crunch,crunch-lambda,"lambda,apache"
com.aspose,aspose-email,mail
org.minijax,minijax-mustache,mustache
org.apache.sentry,sentry-service-providers,"provider,service,apache"
org.neo4j,neo4j-cypher-logical-plans,"database,graph,neo4j"
com.ircclouds.irc,irc-api,api
org.springframework.boot,spring-boot-starter-log4j,"logging,spring,starter"
org.apache.thrift,libfb303,"serialization,apache,thrift,protocol"
io.helidon.common,helidon-common-mapper,"mapping,io"
org.apache.camel.quarkus,camel-quarkus-etcd-deployment,"etcd,deployment,config,apache,camel"
com.thinkaurelius.titan,titan-hadoop,hadoop
org.opennms.core.test-api,org.opennms.core.test-api.elasticsearch,"elasticsearch,testing,elastic,api,search"
org.webjars.bower,webrtc-adapter,"assets,web"
org.immutables,value,annotation
org.arquillian.tck.container,arquillian-tck-container,container
io.jenkins.plugins,snakeyaml-api,"plugin,jenkins,io,api"
org.dominokit.i18n,gwt-datetimeformat,"i18n,gwt,ui"
org.sonatype.nexus.testsuite,nexus-repository-testsupport,repository
org.modeshape,modeshape-sequencer-video,video
org.dkpro.core,dkpro-core-io-combination-asl,io
org.springframework.cloud.fn,elasticsearch-consumer,"elasticsearch,spring,elastic,consumer,cloud,search"
org.kie.kogito,kogito-addons-tracing-decision-api,"api,tracing"
io.springlets,springlets-context,io
org.apache.cxf.xjc-utils,cxf-xjc-runtime,"apache,runtime"
org.jboss.transaction,jboss-jta,"jboss,transaction"
io.hops,hadoop-yarn-server-nodemanager,"server,yarn,hadoop,io"
org.languagetool,language-sl,language
org.netbeans.modules,org-netbeans-modules-ant-browsetask,"module,ant,ide,netbeans"
com.github.jgonian,commons-ip-math,"github,math"
com.android.tools.layoutlib,layoutlib-api,"tools,api,android"
io.streamnative,pulsar-client-original,"client,io"
com.github.almasb,fxgl-core,github
org.apache.camel,camel-servlet-starter,"servlet,apache,starter,camel"
org.languagetool,language-sk,language
org.languagetool,language-ro,language
com.documents4j,documents4j-client,client
org.languagetool,language-sv,language
io.fabric8,docker-maven-plugin,"plugin,build,build-system,maven,docker,io"
com.yahoo.vespa,hosted-zone-api,api
org.codice.ddf.spatial,spatial-csw-connectedsource,spatial
org.wso2.am,org.wso2.am.integration.common.test.utils,"integration,testing"
org.apache.struts,struts2-tiles-plugin,"plugin,web-framework,apache"
org.openimaj,data-scraping,data
nl.basjes.collections,prefixmap,collections
io.jenkins.blueocean,blueocean-commons,"jenkins,io"
org.apache.velocity.tools,velocity-tools-view,"tools,apache,view"
com.walmartlabs.concord,concord-client,client
org.wildfly.core,wildfly-core-security-api,"security,api"
org.springframework.cloud,spring-cloud-bus-rsocket,"spring,cloud"
org.geoserver.community,gs-mongodb-schemaless,"database,geo,mongodb"
org.openhab.binding,org.openhab.binding.astro,"plugin,binding,eclipse"
org.odpi.egeria,platform-services-client,"service,client,platform"
io.quarkus,quarkus-oidc-deployment,"deployment,io"
vip.mate,mate-starter-database,starter
com.h3xstream.retirejs,retirejs-core,xml
org.openhab.addons.bundles,org.openhab.binding.lifx,"binding,bundle"
org.apache.servicecomb.pack,pack-contract-grpc,"grpc,apache,rpc,protocol"
org.archive.heritrix,heritrix-engine,engine
org.glassfish.main.common,internal-api,api
io.camunda,zeebe-gateway-protocol,"gateway,io,protocol"
org.camunda.bpm.springboot,camunda-bpm-spring-boot-starter-rest,"rest,bpm,spring,starter"
com.github.qiujiayu,autoload-cache-lock-redis,"database,github,cache,locking,redis"
javax.jdo,jdo2-api,"standard,javax,api,specs"
org.apache.pulsar,pulsar-broker,"broker,apache"
org.ow2.asm,asm,bytecode
org.cometd.java,cometd-java-api-common,api
org.elasticsearch.plugin,transport-netty4-client,"plugin,network,socket,elasticsearch,elastic,transport,netty,client,search"
org.jboss.ironjacamar,ironjacamar-embedded,"embedded,jboss"
javax.activation,javax.activation-api,"api,javax,specs,standard"
org.postgis,postgis-jdbc,"geo,spatial,jdbc,sql"
org.odpi.egeria,organization-integrator-api,api
de.gsi,microservice,"microservices,service"
org.codehaus.groovy,groovy-eclipse-compiler,"plugin,compiler,eclipse,maven,groovy,codehaus"
com.apporiented,hierarchical-clustering,cluster
org.nutz,nutzboot-starter-actuator,starter
org.kie.kogito,kogito-addons-persistence-postgresql,"database,persistence,postgresql"
spark.jobserver,job-server-api_2.10,"server,spark,api"
net.sf.okapi.filters,okapi-filter-table,filtering
org.apache.cassandra,cassandra-all,"database,nosql,cassandra,hadoop,apache"
org.apache.jclouds.common,googlecloud,"cloud,apache"
io.quarkus,quarkus-kubernetes-client-internal,"kubernetes,client,io"
org.wso2.am,org.wso2.am.integration.clients.internal.api,"integration,client,api"
org.apache.flink,flink-oss-fs-hadoop,"hadoop,apache"
org.syslog4j,syslog4j,"logging,syslog"
io.apicurio,apicurio-registry-schema-compatibility-protobuf,"registry,serialization,compatibility,schema,io,protocol"
org.languagetool,language-zh,language
org.infinispan,infinispan-cachestore-rocksdb,"cache,rocksdb"
org.apache.cxf,cxf-distribution-manifest,"distribution,apache,manifest"
org.apache.servicecomb,handler-router,"apache,routing"
org.apache.flink,flink-shaded-asm-7,"apache,bytecode"
com.google.zxing,android-integration,"integration,google,android"
org.apache.camel,camel-lra,"apache,camel"
br.com.caelum.vraptor,vraptor-jodatime,date
org.languagetool,language-nl,language
org.glassfish.metro,webservices-api,"webservice,api"
org.apache.servicemix.bundles,org.apache.servicemix.bundles.jsch,"bundle,esb,apache"
org.wso2.am.analytics.publisher,org.wso2.am.analytics.publisher.client,"client,analytics"
org.apache.camel.quarkus,camel-quarkus-leveldb-deployment,"deployment,apache,leveldb,camel"
org.thymeleaf,thymeleaf-spring5,spring
org.thymeleaf,thymeleaf-spring3,spring
org.thymeleaf,thymeleaf-spring4,spring
io.gravitee.definition,gravitee-definition-model,"model,io"
org.testingisdocumenting.webtau,webtau-report,report
org.mobicents.arquillian.container,mss-arquillian-container-api,"container,api"
org.eclipse.jetty.spdy,spdy-http-server,"spdy,server,eclipse,webserver,jetty,http"
org.jenkins-ci,core-annotation-processors,"annotations,processor,jenkins"
org.rythmengine,rythm-engine,"template,engine"
org.apache.camel.quarkus,camel-quarkus-servlet,"servlet,apache,camel"
org.wso2.carbon.identity.event.handler.notification,org.wso2.carbon.email.mgt.server.feature,"server,event,notification,mail,management,identity"
org.apache.hudi,hudi-hadoop-mr-bundle,"bundle,hadoop,apache"
org.apache.drill,drill-shaded-guava,apache
com.intuit.karate,karate-apache,apache
org.pentaho.reporting.engine,classic-demo,"reporting,example,engine"
org.languagetool,language-uk,language
