groupId,artifactId,mcrTags
io.xream.x7,x7-reyc,io
org.revapi,revapi-ant-task,ant
org.apache.camel.quarkus,camel-quarkus-jsonapi,"apache,camel"
ws.ament.hammock,web-tomcat,"server,webserver,web,tomcat"
org.apache.tomcat.maven,tomcat-maven-plugin-it,"plugin,server,build,build-system,webserver,maven,apache,tomcat"
org.apache.flink,flink-core,apache
io.quarkus,quarkus-hibernate-orm-rest-data-panache-deployment,"persistence,deployment,rest,data,orm,hibernate,io"
io.activej,activej-launchers-common,io
io.helidon.config,helidon-config-hocon,"config,io"
org.wicketstuff,wicketstuff-rest-utils,"rest,wicket"
org.apache.camel.quarkus,camel-quarkus-kafka,"streaming,kafka,apache,camel"
com.facebook.presto,presto-cli,"facebook,command-line"
org.apache.velocity,velocity-engine-scripting,"apache,scripting,engine"
org.apache.oltu.oauth2,org.apache.oltu.oauth2.test-utils,"testing,authentication,apache,oauth"
com.azure.resourcemanager,azure-resourcemanager-trafficmanager,azure
org.wildfly.security,wildfly-elytron-security-manager-action,"security,manager"
servlets.com,cos,servlet
cascading,cascading-hadoop,hadoop
org.apache.directory.server,apacheds-protocol-ldap,"server,apache,ldap,protocol,directory"
org.dromara,hmily-repository-database-postgresql,"database,repository,postgresql"
com.github.vladimir-bukhtoyarov,bucket4j-core,github
org.eclipse.kapua,kapua-device-commons,"eclipse,device"
org.apache.jclouds.driver,jclouds-apachehc,"driver,cloud,apache"
org.dcache,xrootd4j-authz-plugin-alice,plugin
io.opencensus,opencensus-exporter-trace-jaeger,"export,io,tracing"
ddf.security.claims,security-claims-certificate,security
de.javakaffee.msm,memcached-session-manager,"manager,memcached"
org.metawidget.modules,metawidget-javassist,"module,bytecode"
org.milyn,milyn-smooks-templating,template
org.eclipse.kapua,kapua-device-management-job-internal,"eclipse,management,device"
org.apache.logging.log4j,log4j-liquibase,"logging,apache"
com.englishtown.vertx,vertx-hk2,vertx
io.quarkus,quarkus-smallrye-openapi-common-deployment,"deployment,io,api"
com.spotify,apollo-http-service,"service,http"
org.eclipse.rdf4j,rdf4j-config,"rdf,eclipse,config"
net.sourceforge.htmlunit,webdriver,"htmlunit,webdriver,testing"
org.jboss,jboss-ejb-client,"ejb,jboss,client"
org.apereo.cas,cas-server-support-surrogate-api,"support,server,api"
org.apache.camel.quarkus,camel-quarkus-ldap,"apache,ldap,directory,camel"
org.flywaydb,flyway-maven-plugin,"plugin,build,build-system,maven"
org.spark-project.hive,hive-metastore,spark
javax.xml,jaxp-api,"standard,javax,xml,api,specs"
org.apache.camel,camel-spring-batch,"spring,batch,apache,camel"
org.openhab.action,org.openhab.action.xbmc,"plugin,eclipse"
io.dekorate,kubernetes-spring-starter,"kubernetes,spring,io,starter"
org.apache.oozie,oozie-sharelib-oozie,apache
org.jboss.errai,errai-config,"config,jboss"
org.hibernate.search,hibernate-search-backend-elasticsearch,"persistence,elasticsearch,elastic,hibernate,search"
org.webjars.bower,bootstrap,"web,bootstrap,assets"
org.keycloak,keycloak-wildfly-adapter-dist,distribution
org.tros,l2fprod-properties-editor,editor
org.camunda.bpm.dmn,camunda-engine-feel-juel,"bpm,engine"
com.hccake,ballcat-spring-boot-starter-log,"logging,spring,starter"
org.apache.cxf.dosgi,cxf-dosgi-ri-multibundle-distribution,"distribution,apache"
org.jeecgframework.jimureport,spring-boot-starter-jimureport,"spring,starter"
org.apache.ignite,ignite-ml,apache
io.gravitee.gateway,gravitee-gateway-dictionary,"gateway,io"
io.syndesis.integration,integration-api,"integration,io,api"
org.openhab.addons.bundles,org.openhab.io.homekit,"bundle,io"
org.projectnessie,nessie-model,model
org.jboss.forge.addon,configuration,"config,jboss"
org.apache.dubbo,dubbo-metadata-report-consul,"apache,consul,metadata,report"
uk.gov.nationalarchives,droid-export-interfaces,"interface,export"
org.opennms.features.graph.rest,org.opennms.features.graph.rest.api,"rest,graph,api"
org.sakaiproject.entitybroker,entitybroker-api,api
com.amazonaws,aws-java-sdk-nimblestudio,"aws,amazon,sdk"
org.apache.isis.extensions,isis-extensions-secman-persistence-jdo,"persistence,apache,extension"
org.opennms,opennms-dao-mock,"mock,dao"
org.eclipse,jdt-core,eclipse
org.magicwerk,brownies-collections,"structures,collections"
org.apereo.cas,cas-server-support-validation,"support,server,validation"
org.webjars.bower,require-css,"assets,css,web"
ddf.platform.country,platform-country-converter-local,platform
org.osgi,org.osgi.annotation,"osgi,annotations"
com.google.gwt,gwt-search,"gwt,google,ui,search"
edu.umd,cloud9,cloud
org.nd4j,nd4j-parameter-server-client,"server,client"
org.asynchttpclient,async-http-client-extras-retrofit2,"client,asynchronous,http"
io.zipkin.brave,brave-instrumentation-mongodb,"database,io,mongodb,tracing,instrumentation"
org.openhab.core.bundles,org.openhab.core.io.monitor,"monitor,bundle,io"
org.teiid.wildfly.connectors,connector-s3,"aws,s3,connector"
com.twitter,finagle-kestrel,"finagle,twitter"
org.flowable,flowable-event-registry,"registry,event"
com.vaadin,vaadin-login-testbench,"gwt,web-framework"
org.jongo,jongo,"mongodb,client,nosql"
org.neo4j,neo4j-record-storage-engine,"database,storage,graph,neo4j,engine"
org.apache.hyracks,algebricks-rewriter,apache
io.joyrpc,joyrpc-serialization-fastjson,"serialization,io"
com.qlangtech.tis,logback-flume-appender,logging
org.neo4j,neo4j-concurrent,"database,concurrent,graph,neo4j"
org.mobicents.arquillian.container,mss-arquillian-mediaserver-api,"container,api"
io.zipkin.java,zipkin-collector-kafka,"collector,streaming,kafka,io,tracing"
com.github.digitaldan,jomnilink,github
com.amazonaws,aws-java-sdk-ecs,"aws,amazon,sdk,computing,cloud"
org.apache.tiles,tiles-request-portlet,"request,portlet,apache"
org.apache.activemq,activemq-run,"jms,queue,apache"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.decompounding-model-splitter-de-kompVVic,model
com.amazonaws,aws-java-sdk-macie2,"aws,amazon,sdk"
org.simpleframework,simple-transport,transport
com.amazonaws,aws-xray-recorder-sdk-aws-sdk-core,"aws,amazon,sdk,tracing,recorder"
io.projectreactor.netty,reactor-netty,"network,socket,netty,io"
de.ruedigermoeller,fst,"off-heap,memory"
io.fabric8,fabric8-arquillian,io
org.eclipse.jkube,jkube-kit-resource-helm,"eclipse,resource"
com.datastax.oss,java-driver-metrics-micrometer,"driver,metrics"
org.togglz,togglz-mongodb,"mongodb,database"
org.apache.sling,adapter-annotations,"annotations,apache"
de.codecentric,spring-boot-admin-starter-client,"admin,spring,client,starter"
org.apache.aries.jmx,org.apache.aries.jmx.whiteboard,"jmx,apache"
com.alibaba.csp,sentinel-native-image-quarkus-adapter,"image,native"
io.joyrpc,joyrpc-cache-caffeine,"cache,io"
io.helidon.webclient,helidon-webclient-metrics,"metrics,io"
org.apache.knox,gateway-test,"gateway,testing,apache"
org.apache.dubbo,dubbo-spring-boot-autoconfigure,"spring,config,apache"
com.github.drapostolos,type-parser,"github,parser"
com.hivemq,hivemq-mqtt-client,"mqtt,client"
com.github.dfabulich,sitemapgen4j,github
org.nutz,nutzboot-starter-eureka-client,"client,starter"
org.codehaus.cargo,cargo-core-api-generic,"codehaus,api"
com.pszymczyk.consul,embedded-consul,"embedded,consul"
org.mortbay.jetty,jsp-2.1-glassfish,"server,webserver,jsp,jetty"
org.apache.drill.contrib.storage-hive,drill-hive-exec-shaded,"apache,storage"
org.apache.james,blob-memory-guice,"dependency-injection,apache,mail,memory"
org.apache.servicecomb,handler-fault-injection,apache
org.springframework.security.kerberos,spring-security-kerberos-web,"security,spring,web"
com.facebook.jcommon,collections,"structures,collections,facebook"
org.jooq,jooq-meta-extensions-liquibase,extension
org.netbeans.api,org-netbeans-modules-editor-lib,"module,ide,editor,library,api,netbeans"
org.apache.camel.quarkus,camel-quarkus-csv-deployment,"deployment,csv,apache,camel"
org.openhab.persistence,org.openhab.persistence.influxdb08,"plugin,persistence,eclipse,influxdb,metrics"
org.apache.archiva.redback,redback-keys-api,"apache,api"
org.netbeans.api,org-netbeans-modules-extexecution-base,"module,ide,api,netbeans"
com.oracle.oci.sdk,oci-java-sdk-managementagent,sdk
org.wso2.carbon.identity.outbound.auth.yahoo,org.wso2.carbon.identity.application.authenticator.yahoo,"authentication,identity"
org.jclouds.driver,jclouds-netty,"network,socket,driver,cloud,netty"
org.openhab.binding,org.openhab.binding.withings,"plugin,binding,eclipse"
org.opendaylight.controller,netty-event-executor-config,"network,socket,event,config,netty,controller"
io.grpc,grpc-alts,"io,rpc,grpc,protocol"
com.amazonaws,aws-java-sdk-workspaces,"aws,amazon,sdk"
me.snowdrop,istio-client,client
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.idp.v1,"server,api,identity"
org.wso2.carbon.consent.mgt,org.wso2.carbon.api.server.consent.mgt,"server,management,api"
org.wso2.carbon.registry,org.wso2.carbon.registry.search.stub,"registry,stub,search"
com.webank.wedatasphere.schedulis,azkaban-hadoop-security-plugin,"plugin,security,hadoop"
org.wso2.carbon.apimgt,org.wso2.carbon.apimgt.notification,notification
org.wso2.carbon.identity.outbound.auth.oidc,org.wso2.carbon.identity.application.authenticator.oidc,"authentication,identity"
org.openpreservation.jhove,jhove-modules,module
org.jboss.resteasy,resteasy-core-spi,"interface,jboss"
com.propensive,rapture-json-jawn_2.11,json
org.camunda.bpm.assert,camunda-bpm-assert-assertj3-11-1,"bpm,validation"
io.serverlessworkflow,serverlessworkflow-spi,"io,interface"
org.apache.cxf,cxf-core,apache
org.http4k,http4k-client-jetty,"server,webserver,client,jetty,http"
com.oracle.oci.sdk,oci-java-sdk-identity,"sdk,identity"
in.jlibs,jlibs-xml,xml
org.apache.shardingsphere,shardingsphere-scaling-mysql,"database,apache,mysql"
com.networknt,rpc-security,"security,rpc"
org.eclipse.jetty.demos,demo-async-rest-webapp,"application,server,rest,eclipse,webserver,web,webapp,jetty,asynchronous,example"
com.github.groovy-wslite,groovy-wslite,"github,groovy"
com.oracle.bedrock.coherence,coherence-12.2.1-testing-support,"support,testing"
org.sonarsource.php,php-frontend,"sonar,frontend"
org.jenkins-ci,annotation-indexer,"annotation,annotations,jenkins,index"
org.kie.kogito,kogito-addons-process-management,"process,management"
org.flowable,flowable-form-spring-configurator,"spring,config,forms"
org.netbeans.api,org-openide-awt,"ide,api,netbeans"
com.azure,azure-sdk-template,"azure,sdk,template"
org.apache.tika,tika-parser-news-module,"module,parser,apache"
org.json,json,json
org.jboss.forge.addon,resources-impl,"jboss,resource"
org.apache.flink,flink-csv,"csv,apache"
org.apache.predictionio,predictionio-sdk-java-client,"sdk,apache,client"
io.helidon.microprofile,helidon-microprofile-fault-tolerance,io
com.typesafe.akka,akka-slf4j_2.12,"actor,logging,akka,distributed,concurrency,typesafe,slf4j"
com.typesafe.akka,akka-slf4j_2.13,"actor,logging,akka,distributed,concurrency,typesafe,slf4j"
org.pentaho.di.plugins,kettle-openerp-plugin-core,plugin
com.baidu,brpc-spring-boot-starter,"spring,starter"
com.typesafe.akka,akka-slf4j_2.10,"actor,logging,akka,distributed,concurrency,typesafe,slf4j"
org.glassfish.tyrus,tyrus-container-grizzly,container
com.typesafe.akka,akka-slf4j_2.11,"actor,logging,akka,distributed,concurrency,typesafe,slf4j"
org.apache.skywalking,apm-kafka-commons,"streaming,kafka,apache"
org.apache.xbean,xbean-asm7-shaded,"apache,bytecode"
io.reactivex,rxnetty-common,io
com.google.appengine.tools,appengine-gcs-client,"google,tools,client,appengine"
org.apache.camel,camel-aws2-athena,"aws,amazon,apache,camel"
org.apache.jena,jena-dboe-base,apache
io.confluent.parallelconsumer,parallel-consumer-vertx,"vertx,consumer,io,parallel"
org.axonframework,axon-amqp,"queue,amqp"
net.thucydides,thucydides-sample-alternative-resources,"resource,example"
org.apache.jena,jena-osgi,"apache,osgi"
org.apache.plc4x,plc4j-nifi-plc4x-processors,"apache,processor"
org.apache.pulsar,pulsar-functions-utils,apache
com.ibm.ws.componenttest,com.ibm.componenttest.common,ibm
org.geotools.schemas,filter-1.1,"geo,schema,filtering"
com.ibm.fhir,fhir-notification,"notification,ibm"
org.mobicents.servlet.sip.containers,sip-servlets-catalina,"container,servlet"
org.nuxeo.ecm.platform,nuxeo-webdav,"webdav,platform"
software.amazon.awssdk,sagemakerfeaturestoreruntime,"aws,amazon"
org.apache.openjpa,openjpa-maven-plugin,"plugin,persistence,build,build-system,jpa,maven,apache"
org.wildfly,wildfly-clustering-infinispan-spi,"interface,cache,cluster"
com.amazonaws,aws-java-sdk-ec2,"aws,amazon,sdk,computing,cloud"
org.apache.spark,spark-core_2.12,"computing,distributed,spark,apache"
org.testcontainers,elasticsearch,"elasticsearch,elastic,search"
io.helidon.integrations.vault.secrets,helidon-integrations-vault-secrets-kv2,io
com.github.shalousun,common-util,github
org.awaitility,awaitility-test-support,"support,testing"
org.apache.spark,spark-core_2.10,"computing,distributed,spark,apache"
cn.springcloud.gray,spring-cloud-gray-core,"spring,cloud"
org.eclipse.ditto,ditto-internal-utils-search,"eclipse,search"
org.apache.spark,spark-core_2.11,"computing,distributed,spark,apache"
org.arquillian.cube,arquillian-cube-docker-starter,"docker,starter"
io.spring.initializr,initializr-version-resolver,"spring,io"
org.apache.camel,camel-dataset,"apache,dataset,camel"
com.thinkbiganalytics.kylo.plugins,kylo-sla-jira,plugin
batik,batik-util,"graphics,svg"
io.helidon.integrations.vault.secrets,helidon-integrations-vault-secrets-kv1,io
io.cdap.cdap,hydrator-spark-core2_2.11,"spark,io"
com.artipie,management-api,"management,api"
com.github.apache.incubator-iceberg,iceberg-parquet,"github,parquet,serialization,apache,column"
io.cucumber,html-formatter,"io,html"
org.flowable,flowable-spring-boot-starter-rest,"rest,spring,starter"
org.apache.bookkeeper,bookkeeper-tools-framework,"tools,framework,apache"
org.apache.camel.quarkus,camel-quarkus-validator,"apache,validation,camel"
io.camunda,zeebe-expression-language,"language,expression,io"
io.projectreactor,reactor-scala-extensions_2.12,"scala,io,extension"
org.netbeans.api,org-netbeans-modules-j2ee-eclipselink,"module,ide,api,netbeans"
com.cognifide.aet,w3chtml5validator,validation
org.eclipse.paho,org.eclipse.paho.client.mqttv3,"plugin,eclipse,client"
org.moduliths,moduliths-test,testing
org.apache.servicemix.specs,org.apache.servicemix.specs.jsr311-api-1.1,"esb,apache,api,specs"
org.osgi,org.osgi.util.promise,osgi
com.ryantenney.metrics,metrics-spring,"spring,metrics"
org.gephi,desktop-context,"desktop,module,netbeans"
org.apache.skywalking,log-analyzer,"analyzer,logging,apache"
org.wso2.carbon.commons,org.wso2.carbon.event.client,"event,client"
org.teiid.connectors,translator-salesforce-41,"connector,salesforce"
org.geoserver.extension,gs-ogr-wps,"geo,extension"
io.fabric8,kubernetes-client,"kubernetes,container,client,io"
org.apache.brooklyn,brooklyn-software-nosql,"nosql,apache"
org.neo4j,neo4j-graphviz,"database,graphviz,visualization,graph,neo4j"
com.vaadin,flow-lit-template,"gwt,web-framework,template"
org.eclipse.rdf4j,rdf4j-tools-federation,"rdf,eclipse,tools"
org.apache.jclouds.api,openstack-neutron,"cloud,apache,api,openstack"
org.springframework.cloud,spring-cloud-starter-dataflow-server,"server,spring,cloud,starter"
org.apache.jackrabbit,oak-search,"apache,cms,search"
org.apache.sentry,sentry-core-model-kafka,"streaming,model,kafka,apache"
org.opennms.features.graph.provider,org.opennms.features.graph.provider.topology,"provider,graph"
net.snaq,dbpool,"jdbc,pool"
io.opencensus,opencensus-contrib-http-util,"io,http"
it.ozimov,spring-boot-freemarker-email,"spring,mail,template"
org.apache.james,james-server-guice-utils,"server,dependency-injection,apache,mail"
org.eclipse.lsp4j,org.eclipse.lsp4j.jsonrpc.debug,"eclipse,debug"
com.googlecode.genericdao,dao,dao
org.teiid.connectors,translator-salesforce-34,"connector,salesforce"
org.apache.pulsar,pulsar-client-api,"apache,client,api"
org.glassfish.main.admingui,console-web-plugin,"plugin,web,console"
org.openhab.binding,org.openhab.binding.km200,"plugin,binding,eclipse"
org.dkpro.core,dkpro-core-io-jdbc-asl,"sql,jdbc,io"
com.yomahub,tlog-gateway,gateway
org.dromara,myth-spring-boot-starter-springcloud,"spring,starter"
org.onebusaway,onebusaway-geospatial,spatial
com.alibaba,fastjson,json
de.saxsys,mvvmfx-testing-utils,testing
org.deeplearning4j,deeplearning4j-datasets,"deep-learning,dataset,machine-learning"
info.archinnov,integration-test-2_2,"integration,testing"
org.aspectj,aspectjtools,"aspect,aop"
info.archinnov,integration-test-2_1,"integration,testing"
org.arquillian.cube,arquillian-cube-api,api
org.neo4j,neo4j-lucene-index,"lucene,database,graph,neo4j,index"
io.opentracing.contrib,opentracing-jms-1,"jms,queue,io,tracing"
com.blazebit,blaze-persistence-jpa-criteria-api,"persistence,jpa,api"
com.intellij,annotations,"defect,ide,annotations,analysis,metadata"
org.sakaiproject.delegatedaccess,delegatedaccess-api,api
org.apache.avro,avro-compiler,"compiler,serialization,avro,apache,protocol"
org.nuxeo.runtime,nuxeo-runtime-migration,"migration,runtime"
top.zrbcool,pepper-metrics-motan,metrics
com.hazelcast.jet,hazelcast-jet-hadoop-all,"hazelcast,hadoop"
net.sourceforge.jeval,jeval,"expression,language"
io.thorntail.testsuite,multi-module-api,"module,io,api"
org.openhab.addons.bundles,org.openhab.binding.orvibo,"binding,bundle"
io.zipkin.java,zipkin-autoconfigure-ui,"config,ui,io,tracing"
com.librato.metrics,librato-java,metrics
org.xwiki.platform,xwiki-platform-store-filesystem-oldcore,"file-system,platform"
org.apache.kylin,kylin-storage-stream,"streaming,apache,storage"
com.walmartlabs.concord.plugins.basic,crypto-tasks,"plugin,cryptography"
org.apache.isis.extensions,isis-extensions-fullcalendar-applib,"apache,extension"
com.amazonaws,aws-java-sdk-autoscaling,"aws,amazon,sdk,autoscaling"
com.graphql-java,graphql-java-servlet,"servlet,graphql"
io.opentracing.contrib,opentracing-jms-2,"jms,queue,io,tracing"
org.apache.lucene,lucene-analyzers,"lucene,analyzer,apache,index"
org.hawkular.apm,hawkular-apm-client-opentracing,"client,tracing"
io.airlift,packaging,io
com.github.grantwest.eventually,hamcrest-eventually-matchers,"github,matching"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-tagger-de-fast,model
org.apache.camel.quarkus,camel-quarkus-openapi-java-deployment,"deployment,apache,api,camel"
org.eclipse.rdf4j,rdf4j-shacl-testsuite,"rdf,eclipse"
io.vertx,vertx-dropwizard-metrics,"vertx,metrics,io"
org.apache.isis.mavendeps,isis-mavendeps-integspecs,apache
org.apache.karaf.specs,org.apache.karaf.specs.activator,"apache,specs,osgi"
org.apache.beam,beam-runners-java-fn-execution,apache
com.budhash.cliche,cliche-shell,shell
org.pentaho.di.plugins,pdi-salesforce-core,"plugin,salesforce"
org.incode.module.errorrptjira,incode-module-errorrptjira-impl,module
com.alipay.sofa.lookout,lookout-reg-server,server
org.eclipse.jetty,jetty-hazelcast,"server,eclipse,webserver,hazelcast,jetty"
org.wso2.carbon.commons,org.wso2.carbon.event.client.stub,"event,client,stub"
com.insightfullogic,lambda-behave-codegen,lambda
org.geoserver,gs-restconfig-wfs,geo
org.wso2.msf4j,msf4j-spring,spring
org.apache.asterix,asterix-runtime,"apache,runtime"
com.github.javafaker,javafaker,github
org.hudsonci.tools,xstream,"tools,xml"
dev.morphia.morphia,morphia-core,mongodb
com.graphaware.neo4j,tx-executor,"database,graph,neo4j"
org.zalando,opentracing-spring-web-extension-starter,"spring,web,tracing,starter,extension"
org.simplejavamail,dkim-module,module
com.google.api.grpc,proto-google-cloud-datastore-v1,"persistence,grpc,google,cloud,api,rpc,protocol"
io.projectreactor.tools,blockhound,"tools,io"
org.odpi.egeria,security-officer-api,"security,api"
com.pojosontheweb,selenium-utils-groovy,"selenium,testing,groovy"
org.swinglabs.swingx,swingx-plaf,"swing,ui"
org.apache.cxf,cxf-bundle-compatible,"bundle,compatibility,apache"
com.amazonaws,aws-java-sdk-kafka,"aws,amazon,streaming,sdk,kafka"
org.apache.tomcat.embed,tomcat-embed-websocket,"embedded,server,websocket,webserver,apache,tomcat"
net.ymate.platform,ymate-platform-persistence-redis,"database,persistence,redis,platform"
org.springframework.session,spring-session-data-redis,"database,data,spring,redis"
org.androidannotations,androidannotations-api,api
org.apache.hive,hive-kryo-registrator,"hadoop,apache"
org.apache.accumulo,accumulo-shell,"shell,accumulo,apache"
org.corfudb,test,testing
com.amazonaws,aws-java-sdk-codepipeline,"aws,amazon,sdk"
com.github.ltsopensource,lts-jobtracker,github
jboss,jboss-serialization,"jboss,serialization"
org.apache.hive,hive-hplsql,"hadoop,apache"
org.mariadb,r2dbc-mariadb,"database,mysql"
org.openhab.addons.bundles,org.openhab.binding.meteostick,"binding,bundle"
org.metawidget.modules.faces,metawidget-richfaces,module
com.amazonaws,aws-java-sdk-wafv2,"aws,amazon,sdk"
com.thinkbiganalytics.kylo,kylo-ui-annotation-api,"annotations,ui,api"
org.osgi,org.osgi.service.log,"logging,service,osgi"
org.apache.nifi,nifi-aws-processors,"aws,amazon,apache,processor"
org.openhab.core.bundles,org.openhab.core.model.sitemap.ide,"bundle,model,ide"
org.springframework.cloud.fn,image-recognition-function,"recognition,image,spring,cloud"
io.nuls.consensus-module,consensus-poc-protocol,"module,io,protocol"
com.googlecode.jmockit,jmockit,"mocking,testing"
org.netbeans.api,org-netbeans-modules-xml-jaxb-api,"module,binding,ide,xml,api,netbeans"
com.fasterxml.jackson.module,jackson-module-afterburner,"module,json"
org.rhq,rhq-remoting-cli,"remote,command-line"
org.jboss.arquillian.extension,arquillian-rest-client-api,"rest,jboss,client,api,extension"
org.apache.olingo,olingo-odata2-jpa-processor-core,"persistence,jpa,apache,processor"
org.springframework.cloud.fn,jdbc-supplier,"sql,jdbc,spring,cloud"
org.kie.kogito,kogito-addons-springboot-tracing-decision,tracing
com.github.dapeng-soa,dapeng-core,"github,soa,service"
com.alipay.sofa,sofa-ark-tools,tools
org.graylog.repackaged,semver4j,logging
org.jvnet.jaxb2_commons,jaxb2-fluent-api,"binding,xml,fluent,api"
org.javasimon,javasimon-jmx,jmx
org.apache.bookkeeper,bookkeeper-server-shaded,"server,apache"
org.bytedeco,mkl-dnn-platform,platform
org.jboss.forge.addon,environment,jboss
org.apache.camel,camel-test-blueprint,"testing,apache,camel"
org.jvnet.hudson.plugins,favorite,plugin
org.apache.skywalking,cluster-consul-plugin,"plugin,cluster,apache,consul"
com.sun.xml.parsers,jaxp-ri,"parser,xml"
org.bytedeco,ffmpeg-platform-gpl,platform
io.hyscale,generator-core,"generator,io"
org.apache.james,james-server-dnsservice-library,"server,apache,mail,library"
com.tunnelvisionlabs,antlr4-runtime,"compiler,parser,runtime"
org.zalando.stups,crypto-keyczar,cryptography
org.hotswapagent,hotswap-agent-jersey1-plugin,"plugin,agent,webservice"
org.openhab.addons.bundles,org.openhab.binding.sensibo,"binding,bundle"
org.dromara,hmily-serializer-kryo,serialization
org.apache.camel.quarkus,camel-quarkus-msv,"apache,camel"
software.amazon.awssdk,service-test-utils,"aws,amazon,service,testing"
com.dyuproject.protostuff,protostuff-api,api
org.jboss.windup.decompiler,decompiler-procyon,jboss
com.google.appengine,appengine-jsr107cache,"google,cache,appengine"
com.twitter,ostrich_2.11,"monitoring,management,metrics,twitter,performance"
org.apache.camel.quarkus,camel-quarkus-redis-deployment,"database,deployment,apache,redis,camel"
org.mitre.dsmiley.httpproxy,smiley-http-proxy-servlet,"servlet,proxy,http"
org.jline,jline-remote-telnet,"network,telnet,remote,command-line"
org.xwiki.platform,xwiki-platform-component-script,"platform,scripting"
org.apache.karaf.bundle,org.apache.karaf.bundle.blueprintstate,"bundle,apache,osgi"
com.evolveum.midpoint.repo,security-enforcer-api,"repository,security,api"
org.archive.heritrix,heritrix-modules,module
org.opennms.features.collection,org.opennms.features.collection.thresholding.shell,shell
org.apache.jena,jena-jdbc-driver-remote,"sql,jdbc,remote,driver,apache"
org.kie.kogito,integration-tests-processes-persistence-common,"persistence,integration,process,testing"
org.apache.cxf,cxf-rt-rs-json-basic,"json,apache"
org.apache.syncope.client,syncope-client-lib,"apache,client,library"
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.oidc.scope.management.v1,"server,management,api,identity"
org.neo4j,neo4j-capabilities,"database,graph,neo4j"
org.wso2.carbon.analytics,org.wso2.carbon.siddhi.editor.core,"editor,analytics"
com.sun.xml.bind,jaxb1-impl,"binding,xml"
com.twitter,ostrich_2.12,"monitoring,management,metrics,twitter,performance"
axis,axis-wsdl4j,service
com.adobe.acs,acs-aem-tools-bundle-livereload,"bundle,tools"
org.webjars.npm,bootstrap,"web,bootstrap,assets"
org.xwiki.platform,xwiki-platform-user-script,"platform,scripting"
org.geoserver,gs-restconfig-wms,geo
org.openhab.binding,org.openhab.binding.xbmc,"plugin,binding,eclipse"
org.openhab.addons.bundles,org.openhab.binding.lghombot,"binding,bundle"
monetdb,monetdb-jdbc,"jdbc,sql,clojure"
org.apache.nifi,nifi-gcp-services-api,"service,apache,api"
com.spotify,scio-test_2.12,testing
com.spotify,scio-test_2.11,testing
org.apache.nifi,nifi-mock-record-utils,"mock,apache"
com.querydsl,querydsl-kotlin-codegen,kotlin
org.apache.sling,org.apache.sling.serviceusermapper,apache
com.lordofthejars,nosqlunit-couchdb,"database,couchdb"
org.apache.geronimo.specs,geronimo-jta_1.1_spec,"apache,transaction,specs"
org.apache.camel,camel-spring-security,"security,spring,apache,camel"
software.amazon.awssdk,forecastquery,"aws,amazon"
com.networknt,tram-consumer-kafka,"streaming,kafka,consumer"
com.jcraft,jsch.agentproxy.connector-factory,"factory,connector"
org.apache.camel,camel-twitter,"apache,twitter,camel"
org.netbeans.api,org-openide-util,"ide,api,netbeans"
org.eclipse.jetty,jetty-ant,"server,ant,eclipse,webserver,jetty"
org.apache.flink,flink-test-utils_2.11,"testing,apache"
org.apache.knox,gateway-provider-security-authz-composite,"provider,security,gateway,apache"
com.spotify,docker-client,"container,docker,client"
io.micrometer,micrometer-spring-legacy,"spring,io"
javax.servlet.jsp,jsp-api,"standard,servlet,javax,jsp,api,specs"
io.cloudslang.lang,cloudslang-all,io
org.eclipse.jetty.alpn,alpn-api,"server,eclipse,webserver,api,jetty"
io.prometheus,simpleclient_log4j2,"logging,prometheus,io"
io.jooby,jooby-spring,"io,spring"
org.jboss.remotingjmx,remoting-jmx,"jmx,jboss,remote,management"
net.sourceforge.javaflacencoder,java-flac-encoder,encoder
cn.springcloud.gray,spring-cloud-gray-plugin-webmvc,"plugin,spring,cloud,mvc"
org.apache.hive,hive-llap-server,"server,hadoop,apache"
org.apache.xmlgraphics,batik-svgrasterizer,"svg,apache,graphics"
org.apache.hyracks,hyracks-storage-am-bloomfilter,"data,structure,apache,bloomfilter,storage,probability"
org.apache.oozie,oozie-sharelib-distcp,apache
org.apache.geronimo.config,geronimo-config-impl,"config,apache"
org.glassfish.jersey.ext,jersey-metainf-services,"service,webservice"
org.wicketstuff,wicket-mount,wicket
io.astefanutti.metrics.cdi,metrics-cdi,"metrics,io"
org.openhab.addons.bundles,org.openhab.binding.bticinosmarther,"binding,bundle"
ca.uhn.hapi.fhir,hapi-fhir-jpaserver-model,model
org.apache.karaf.jaas,org.apache.karaf.jaas.spring-security-crypto,"security,cryptography,spring,apache,osgi"
org.gephi,desktop-appearance,"desktop,module,netbeans"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.hunpos-model-tagger-en-wsj,model
io.kcache,kcache-lmdb,io
io.quarkus,quarkus-resteasy-mutiny-common-deployment,"deployment,io"
com.linecorp.armeria,armeria,"distributed,communication,remoting"
org.wicketstuff,wicket15-tree,"tree,wicket"
com.yahoo.vespa,standalone-container,container
org.hibernate.search,hibernate-search-v5migrationhelper-orm,"persistence,orm,hibernate,search"
