repositoryName
kobylynskyi/graphql-java-codegen
groovy/GMavenPlus
Cosium/git-code-format-maven-plugin
lukaszlenart/launch4j-maven-plugin
ferstl/depgraph-maven-plugin
maven-download-plugin/maven-download-plugin
git-commit-id/git-commit-id-maven-plugin
eirslett/frontend-maven-plugin
Alfresco/alfresco-sdk
randomizedtesting/randomizedtesting
gluonhq/gluonfx-maven-plugin
spotify/missinglink
reficio/p2-maven-plugin
moditect/moditect
alibaba/testable-mock
jflex-de/jflex
coveooss/fmt-maven-plugin
offbynull/coroutines
MorphiaOrg/morphia
asciidoctor/asciidoctor-maven-plugin
HubSpot/SlimFast
jmeter-maven-plugin/jmeter-maven-plugin
tcurdt/jdeb
raydac/mvn-golang
mybatis/generator
torquebox/jruby-maven-plugins
bytedeco/javacpp
antlr/antlr4
talios/clojure-maven-plugin
amaembo/huntbugs
spotify/docker-maven-plugin
davidB/scala-maven-plugin
mathieucarbou/license-maven-plugin
tbroyer/gwt-maven-plugin
confluence-publisher/confluence-publisher
spotify/dockerfile-maven
trautonen/coveralls-maven-plugin
sdbg/sdbg
eclipse/microprofile
victools/jsonschema-generator
Cornutum/tcases
cqfn/eo
electronicarts/ea-async
bytemanproject/byteman
aleksandr-m/gitflow-maven-plugin
airlift/drift
kilim/kilim
openjfx/javafx-maven-plugin
fizzed/rocker
gitflow-incremental-builder/gitflow-incremental-builder
takari/takari-maven-plugin
temyers/cucumber-jvm-parallel-plugin
