repositoryName
semanticvectors/semanticvectors
magese/ik-analyzer-solr
imixs/imixs-workflow
Novetta/CLAVIN
dermotte/LIRE
CogComp/talen
pranab/sifarish
larsga/Duke
lintool/twitter-tools
rnewson/couchdb-lucene
NLPchina/ansj_seg
lionsoul2014/jcseg
flaxsearch/luwak
senseidb/bobo
ahmetaa/zemberek-nlp
senseidb/zoie
dice-group/AGDISTIS
weiboad/fiery
DependencyTrack/dependency-track
intuit/fuzzy-matcher
dice-group/Palmetto
ysc/word
Stratio/cassandra-lucene-index
boyter/searchcode-server
oaqa/FlexNeuART
vmware-archive/xenon
javasoze/clue
